		Total nat. gas (kBtu/h)	Dry-bulb temperature (°C)
			
Date	Time	18 Havelock-test-Newcastle.aps	NewcastleEWY.fwt
Sun, 01/Jan	24:00		
	17:15	4.688	
	17:45	4.688	
	18:00		20.10
	18:15	4.688	
	18:45	4.688	
	19:00		17.40
	19:15	4.688	
	19:45	4.688	
	20:00		16.90
	20:15	4.688	
	20:45	4.688	
	21:00		16.90
	21:15	4.688	
	21:45	4.688	
	22:00		20.00
	22:15	4.688	
	22:45	4.688	
	23:00		19.40
	23:15	4.688	
	23:45	4.688	
Mon, 21/Aug	24:00		18.60
	00:15	4.688	
	00:45	4.688	
	01:00		18.00
	01:15	4.688	
	01:45	4.688	
	02:00		17.40
	02:15	4.688	
	02:45	4.688	
	03:00		17.40
	03:15	4.688	
	03:45	4.688	
	04:00		17.40
	04:15	4.688	
	04:45	4.688	
	05:00		16.90
	05:15	4.688	
	05:45	4.688	
	06:00		15.40
	06:15	4.688	
	06:45	4.688	
	07:00		14.90
	07:15	4.688	
	07:45	4.688	
	08:00		14.60
	08:15	4.688	
	08:45	4.688	
	09:00		15.60
	09:15	4.688	
	09:45	4.688	
	10:00		16.20
	10:15	4.688	
	10:45	4.688	
	11:00		18.10
	11:15	4.688	
	11:45	4.688	
	12:00		18.20
	12:15	4.688	
	12:45	4.688	
	13:00		17.30
	13:15	4.688	
	13:45	4.688	
	14:00		18.00
	14:15	4.688	
	14:45	4.688	
	15:00		17.30
	15:15	4.688	
	15:45	4.688	
	16:00		17.30
	16:15	4.688	
	16:45	4.688	
	17:00		17.10
	17:15	4.688	
	17:45	4.688	
	18:00		16.70
	18:15	4.688	
	18:45	4.688	
	19:00		15.30
	19:15	4.688	
	19:45	4.688	
	20:00		14.50
	20:15	4.688	
	20:45	4.688	
	21:00		13.80
	21:15	4.688	
	21:45	4.688	
	22:00		14.00
	22:15	4.688	
	22:45	4.688	
	23:00		13.60
	23:15	4.688	
	23:45	4.688	
Tue, 22/Aug	24:00		13.60
	00:15	4.688	
	00:45	4.688	
	01:00		13.70
	01:15	4.688	
	01:45	4.688	
	02:00		13.80
	02:15	4.688	
	02:45	4.688	
	03:00		13.90
	03:15	4.688	
	03:45	4.688	
	04:00		13.70
	04:15	4.688	
	04:45	4.688	
	05:00		13.70
	05:15	4.688	
	05:45	4.688	
	06:00		13.80
	06:15	4.688	
	06:45	4.688	
	07:00		13.70
	07:15	4.688	
	07:45	4.688	
	08:00		13.60
	08:15	4.688	
	08:45	4.688	
	09:00		13.60
	09:15	4.688	
	09:45	4.688	
	10:00		14.00
	10:15	4.688	
	10:45	4.688	
	11:00		14.00
	11:15	4.688	
	11:45	4.688	
	12:00		13.90
	12:15	4.688	
	12:45	4.688	
	13:00		13.70
	13:15	4.688	
	13:45	4.688	
	14:00		13.60
	14:15	4.688	
	14:45	4.688	
	15:00		13.50
	15:15	4.688	
	15:45	4.688	
	16:00		13.50
	16:15	4.688	
	16:45	4.688	
	17:00		13.60
	17:15	4.688	
	17:45	4.688	
	18:00		13.50
	18:15	4.688	
	18:45	4.688	
	19:00		13.30
	19:15	4.688	
	19:45	4.688	
	20:00		13.30
	20:15	4.688	
	20:45	4.688	
	21:00		13.30
	21:15	4.688	
	21:45	4.688	
	22:00		13.30
	22:15	4.688	
	22:45	4.688	
	23:00		13.20
	23:15	4.688	
	23:45	4.688	
Wed, 23/Aug	24:00		13.10
	00:15	4.688	
	00:45	4.688	
	01:00		12.90
	01:15	4.688	
	01:45	4.688	
	02:00		12.80
	02:15	4.688	
	02:45	4.688	
	03:00		12.80
	03:15	4.688	
	03:45	4.688	
	04:00		12.80
	04:15	4.688	
	04:45	4.688	
	05:00		12.60
	05:15	4.688	
	05:45	4.688	
	06:00		12.60
	06:15	4.688	
	06:45	4.688	
	07:00		12.80
	07:15	4.688	
	07:45	4.688	
	08:00		13.20
	08:15	4.688	
	08:45	4.688	
	09:00		13.40
	09:15	4.688	
	09:45	4.688	
	10:00		13.40
	10:15	4.688	
	10:45	4.688	
	11:00		13.00
	11:15	4.688	
	11:45	4.688	
	12:00		13.80
	12:15	4.688	
	12:45	4.688	
	13:00		13.90
	13:15	4.688	
	13:45	4.688	
	14:00		13.70
	14:15	4.688	
	14:45	4.688	
	15:00		13.60
	15:15	4.688	
	15:45	4.688	
	16:00		13.20
	16:15	4.688	
	16:45	4.688	
	17:00		12.80
	17:15	4.688	
	17:45	4.688	
	18:00		12.60
	18:15	4.688	
	18:45	4.688	
	19:00		12.30
	19:15	4.688	
	19:45	4.688	
	20:00		12.20
	20:15	4.688	
	20:45	4.688	
	21:00		12.00
	21:15	4.688	
	21:45	4.688	
	22:00		12.10
	22:15	4.688	
	22:45	4.688	
	23:00		12.10
	23:15	4.688	
	23:45	4.688	
Thu, 24/Aug	24:00		11.90
	00:15	4.688	
	00:45	4.688	
	01:00		11.80
	01:15	4.688	
	01:45	4.688	
	02:00		11.80
	02:15	4.688	
	02:45	4.688	
	03:00		11.70
	03:15	4.688	
	03:45	4.688	
	04:00		11.50
	04:15	4.688	
	04:45	4.688	
	05:00		11.40
	05:15	4.688	
	05:45	4.688	
	06:00		11.20
	06:15	4.688	
	06:45	4.688	
	07:00		11.10
	07:15	4.688	
	07:45	4.688	
	08:00		11.00
	08:15	4.688	
	08:45	4.688	
	09:00		11.10
	09:15	4.688	
	09:45	4.688	
	10:00		11.30
	10:15	4.688	
	10:45	4.688	
	11:00		11.10
	11:15	4.688	
	11:45	4.688	
	12:00		11.60
	12:15	4.688	
	12:45	4.688	
	13:00		11.20
	13:15	4.688	
	13:45	4.688	
	14:00		11.20
	14:15	4.688	
	14:45	4.688	
	15:00		12.20
	15:15	4.688	
	15:45	4.688	
	16:00		12.20
	16:15	4.688	
	16:45	4.688	
	17:00		11.80
	17:15	4.688	
	17:45	4.688	
	18:00		11.20
	18:15	4.688	
	18:45	4.688	
	19:00		11.20
	19:15	4.688	
	19:45	4.688	
	20:00		11.00
	20:15	4.688	
	20:45	4.688	
	21:00		11.00
	21:15	4.688	
	21:45	4.688	
	22:00		11.10
	22:15	4.688	
	22:45	4.688	
	23:00		11.40
	23:15	4.688	
	23:45	4.688	
Fri, 25/Aug	24:00		11.50
	00:15	4.688	
	00:45	4.688	
	01:00		11.60
	01:15	4.688	
	01:45	4.688	
	02:00		11.50
	02:15	4.688	
	02:45	4.688	
	03:00		11.40
	03:15	4.688	
	03:45	4.688	
	04:00		11.40
	04:15	4.688	
	04:45	4.688	
	05:00		11.50
	05:15	4.688	
	05:45	4.688	
	06:00		11.60
	06:15	4.688	
	06:45	4.688	
	07:00		11.80
	07:15	4.688	
	07:45	4.688	
	08:00		12.20
	08:15	4.688	
	08:45	4.688	
	09:00		12.70
	09:15	4.688	
	09:45	4.688	
	10:00		12.80
	10:15	4.688	
	10:45	4.688	
	11:00		12.80
	11:15	4.688	
	11:45	4.688	
	12:00		12.90
	12:15	4.688	
	12:45	4.688	
	13:00		12.60
	13:15	4.688	
	13:45	4.688	
	14:00		12.40
	14:15	4.688	
	14:45	4.688	
	15:00		12.70
	15:15	4.688	
	15:45	4.688	
	16:00		12.70
	16:15	4.688	
	16:45	4.688	
	17:00		12.20
	17:15	4.688	
	17:45	4.688	
	18:00		12.30
	18:15	4.688	
	18:45	4.688	
	19:00		12.50
	19:15	4.688	
	19:45	4.688	
	20:00		12.50
	20:15	4.688	
	20:45	4.688	
	21:00		12.50
	21:15	4.688	
	21:45	4.688	
	22:00		12.50
	22:15	4.688	
	22:45	4.688	
	23:00		12.30
	23:15	4.688	
	23:45	4.688	
Sat, 26/Aug	24:00		11.90
	00:15	4.688	
	00:45	4.688	
	01:00		11.80
	01:15	4.688	
	01:45	4.688	
	02:00		11.80
	02:15	4.688	
	02:45	4.688	
	03:00		11.20
	03:15	4.688	
	03:45	4.688	
	04:00		11.30
	04:15	4.688	
	04:45	4.688	
	05:00		11.30
	05:15	4.688	
	05:45	4.688	
	06:00		11.60
	06:15	4.688	
	06:45	4.688	
	07:00		11.60
	07:15	4.688	
	07:45	4.688	
	08:00		11.80
	08:15	4.688	
	08:45	4.688	
	09:00		11.80
	09:15	4.688	
	09:45	4.688	
	10:00		12.00
	10:15	4.688	
	10:45	4.688	
	11:00		12.30
	11:15	4.688	
	11:45	4.688	
	12:00		12.30
	12:15	4.688	
	12:45	4.688	
	13:00		12.20
	13:15	4.688	
	13:45	4.688	
	14:00		12.10
	14:15	4.688	
	14:45	4.688	
	15:00		11.90
	15:15	4.688	
	15:45	4.688	
	16:00		11.80
	16:15	4.688	
	16:45	4.688	
	17:00		11.50
	17:15	4.688	
	17:45	4.688	
	18:00		11.50
	18:15	4.688	
	18:45	4.688	
	19:00		11.20
	19:15	4.688	
	19:45	4.688	
	20:00		11.10
	20:15	4.688	
	20:45	4.688	
	21:00		11.00
	21:15	4.688	
	21:45	4.688	
	22:00		11.00
	22:15	4.688	
	22:45	4.688	
	23:00		10.80
	23:15	4.688	
	23:45	4.688	
Sun, 27/Aug	24:00		10.80
	00:15	4.688	
	00:45	4.688	
	01:00		10.70
	01:15	4.688	
	01:45	4.688	
	02:00		10.70
	02:15	4.688	
	02:45	4.688	
	03:00		10.80
	03:15	4.688	
	03:45	4.688	
	04:00		10.60
	04:15	4.688	
	04:45	4.688	
	05:00		10.50
	05:15	4.688	
	05:45	4.688	
	06:00		10.50
	06:15	4.688	
	06:45	4.688	
	07:00		10.80
	07:15	4.688	
	07:45	4.688	
	08:00		10.90
	08:15	4.688	
	08:45	4.688	
	09:00		11.50
	09:15	4.688	
	09:45	4.688	
	10:00		11.50
	10:15	4.688	
	10:45	4.688	
	11:00		12.30
	11:15	4.688	
	11:45	4.688	
	12:00		12.80
	12:15	4.688	
	12:45	4.688	
	13:00		13.40
	13:15	4.688	
	13:45	4.688	
	14:00		13.80
	14:15	4.688	
	14:45	4.688	
	15:00		13.90
	15:15	4.688	
	15:45	4.688	
	16:00		13.30
	16:15	4.688	
	16:45	4.688	
	17:00		12.60
	17:15	4.688	
	17:45	4.688	
	18:00		12.60
	18:15	4.688	
	18:45	4.688	
	19:00		12.30
	19:15	4.688	
	19:45	4.688	
	20:00		11.60
	20:15	4.688	
	20:45	4.688	
	21:00		11.40
	21:15	4.688	
	21:45	4.688	
	22:00		11.40
	22:15	4.688	
	22:45	4.688	
	23:00		13.00
	23:15	4.688	
	23:45	4.688	
Mon, 28/Aug	24:00		13.00
	00:15	4.688	
	00:45	4.688	
	01:00		13.50
	01:15	4.688	
	01:45	4.688	
	02:00		13.40
	02:15	4.688	
	02:45	4.688	
	03:00		13.50
	03:15	4.688	
	03:45	4.688	
	04:00		13.60
	04:15	4.688	
	04:45	4.688	
	05:00		12.90
	05:15	4.688	
	05:45	4.688	
	06:00		12.90
	06:15	4.688	
	06:45	4.688	
	07:00		13.20
	07:15	4.688	
	07:45	4.688	
	08:00		14.20
	08:15	4.688	
	08:45	4.688	
	09:00		14.90
	09:15	4.688	
	09:45	4.688	
	10:00		15.70
	10:15	4.688	
	10:45	4.688	
	11:00		17.60
	11:15	4.688	
	11:45	4.688	
	12:00		18.70
	12:15	4.688	
	12:45	4.688	
	13:00		19.20
	13:15	4.688	
	13:45	4.688	
	14:00		18.00
	14:15	4.688	
	14:45	4.688	
	15:00		18.70
	15:15	4.688	
	15:45	4.688	
	16:00		18.70
	16:15	4.688	
	16:45	4.688	
	17:00		18.90
	17:15	4.688	
	17:45	4.688	
	18:00		19.20
	18:15	4.688	
	18:45	4.688	
	19:00		18.90
	19:15	4.688	
	19:45	4.688	
	20:00		17.50
	20:15	4.688	
	20:45	4.688	
	21:00		16.40
	21:15	4.688	
	21:45	4.688	
	22:00		16.20
	22:15	4.688	
	22:45	4.688	
	23:00		16.10
	23:15	4.688	
	23:45	4.688	
Tue, 29/Aug	24:00		15.80
	00:15	4.688	
	00:45	4.688	
	01:00		15.50
	01:15	4.688	
	01:45	4.688	
	02:00		14.40
	02:15	4.688	
	02:45	4.688	
	03:00		13.60
	03:15	4.688	
	03:45	4.688	
	04:00		13.40
	04:15	4.688	
	04:45	4.688	
	05:00		12.30
	05:15	4.688	
	05:45	4.688	
	06:00		12.10
	06:15	4.688	
	06:45	4.688	
	07:00		12.10
	07:15	4.688	
	07:45	4.688	
	08:00		12.10
	08:15	4.688	
	08:45	4.688	
	09:00		12.20
	09:15	4.688	
	09:45	4.688	
	10:00		12.50
	10:15	4.688	
	10:45	4.688	
	11:00		13.00
	11:15	4.688	
	11:45	4.688	
	12:00		12.80
	12:15	4.688	
	12:45	4.688	
	13:00		12.90
	13:15	4.688	
	13:45	4.688	
	14:00		13.40
	14:15	4.688	
	14:45	4.688	
	15:00		13.40
	15:15	4.688	
	15:45	4.688	
	16:00		13.60
	16:15	4.688	
	16:45	4.688	
	17:00		13.80
	17:15	4.688	
	17:45	4.688	
	18:00		14.30
	18:15	4.688	
	18:45	4.688	
	19:00		13.60
	19:15	4.688	
	19:45	4.688	
	20:00		15.60
	20:15	4.688	
	20:45	4.688	
	21:00		14.40
	21:15	4.688	
	21:45	4.688	
	22:00		14.00
	22:15	4.688	
	22:45	4.688	
	23:00		13.60
	23:15	4.688	
	23:45	4.688	
Wed, 30/Aug	24:00		12.90
	00:15	4.688	
	00:45	4.688	
	01:00		13.50
	01:15	4.688	
	01:45	4.688	
	02:00		12.40
	02:15	4.688	
	02:45	4.688	
	03:00		13.00
	03:15	4.688	
	03:45	4.688	
	04:00		12.90
	04:15	4.688	
	04:45	4.688	
	05:00		13.00
	05:15	4.688	
	05:45	4.688	
	06:00		13.20
	06:15	4.688	
	06:45	4.688	
	07:00		13.00
	07:15	4.688	
	07:45	4.688	
	08:00		14.80
	08:15	4.688	
	08:45	4.688	
	09:00		16.60
	09:15	4.688	
	09:45	4.688	
	10:00		17.30
	10:15	4.688	
	10:45	4.688	
	11:00		17.50
	11:15	4.688	
	11:45	4.688	
	12:00		16.80
	12:15	4.688	
	12:45	4.688	
	13:00		14.20
	13:15	4.688	
	13:45	4.688	
	14:00		13.90
	14:15	4.688	
	14:45	4.688	
	15:00		14.80
	15:15	4.688	
	15:45	4.688	
	16:00		14.10
	16:15	4.688	
	16:45	4.688	
	17:00		13.00
	17:15	4.688	
	17:45	4.688	
	18:00		12.70
	18:15	4.688	
	18:45	4.688	
	19:00		12.30
	19:15	4.688	
	19:45	4.688	
	20:00		11.70
	20:15	4.688	
	20:45	4.688	
	21:00		11.60
	21:15	4.688	
	21:45	4.688	
	22:00		11.60
	22:15	4.688	
	22:45	4.688	
	23:00		11.30
	23:15	4.688	
	23:45	4.688	
Thu, 31/Aug	24:00		11.50
	00:15	4.688	
	00:45	4.688	
	01:00		11.40
	01:15	4.688	
	01:45	4.688	
	02:00		11.10
	02:15	4.688	
	02:45	4.688	
	03:00		9.20
	03:15	4.688	
	03:45	4.688	
	04:00		8.80
	04:15	4.688	
	04:45	4.688	
	05:00		10.10
	05:15	4.688	
	05:45	4.688	
	06:00		10.60
	06:15	4.688	
	06:45	4.688	
	07:00		10.90
	07:15	4.688	
	07:45	4.688	
	08:00		12.10
	08:15	4.688	
	08:45	4.688	
	09:00		12.30
	09:15	4.688	
	09:45	4.688	
	10:00		12.60
	10:15	4.688	
	10:45	4.688	
	11:00		12.60
	11:15	4.688	
	11:45	4.688	
	12:00		12.60
	12:15	4.688	
	12:45	4.688	
	13:00		13.10
	13:15	4.688	
	13:45	4.688	
	14:00		13.90
	14:15	4.688	
	14:45	4.688	
	15:00		13.30
	15:15	4.688	
	15:45	4.688	
	16:00		13.10
	16:15	4.688	
	16:45	4.688	
	17:00		13.50
	17:15	4.688	
	17:45	4.688	
	18:00		12.90
	18:15	4.688	
	18:45	4.688	
	19:00		12.60
	19:15	4.688	
	19:45	4.688	
	20:00		12.10
	20:15	4.688	
	20:45	4.688	
	21:00		12.20
	21:15	4.688	
	21:45	4.688	
	22:00		12.20
	22:15	4.688	
	22:45	4.688	
	23:00		12.30
	23:15	4.688	
	23:45	4.688	
Fri, 01/Sep	24:00		11.50
	00:15	4.688	
	00:45	4.688	
	01:00		10.40
	01:15	4.688	
	01:45	4.688	
	02:00		10.10
	02:15	4.688	
	02:45	4.688	
	03:00		10.00
	03:15	4.688	
	03:45	4.688	
	04:00		9.80
	04:15	4.688	
	04:45	4.688	
	05:00		9.90
	05:15	4.688	
	05:45	4.688	
	06:00		10.20
	06:15	4.688	
	06:45	4.688	
	07:00		10.20
	07:15	4.688	
	07:45	4.688	
	08:00		10.60
	08:15	4.688	
	08:45	4.688	
	09:00		11.20
	09:15	4.688	
	09:45	4.688	
	10:00		11.70
	10:15	4.688	
	10:45	4.688	
	11:00		12.10
	11:15	4.688	
	11:45	4.688	
	12:00		12.30
	12:15	4.688	
	12:45	4.688	
	13:00		12.50
	13:15	4.688	
	13:45	4.688	
	14:00		13.70
	14:15	4.688	
	14:45	4.688	
	15:00		16.30
	15:15	4.688	
	15:45	4.688	
	16:00		16.30
	16:15	4.688	
	16:45	4.688	
	17:00		17.00
	17:15	4.688	
	17:45	4.688	
	18:00		17.50
	18:15	4.688	
	18:45	4.688	
	19:00		15.80
	19:15	4.688	
	19:45	4.688	
	20:00		14.50
	20:15	4.688	
	20:45	4.688	
	21:00		13.60
	21:15	4.688	
	21:45	4.688	
	22:00		14.00
	22:15	4.688	
	22:45	4.688	
	23:00		12.60
	23:15	4.688	
	23:45	4.688	
Sat, 02/Sep	24:00		12.30
	00:15	4.688	
	00:45	4.688	
	01:00		11.70
	01:15	4.688	
	01:45	4.688	
	02:00		11.40
	02:15	4.688	
	02:45	4.688	
	03:00		10.90
	03:15	4.688	
	03:45	4.688	
	04:00		10.50
	04:15	4.688	
	04:45	4.688	
	05:00		10.10
	05:15	4.688	
	05:45	4.688	
	06:00		9.70
	06:15	4.688	
	06:45	4.688	
	07:00		9.60
	07:15	4.688	
	07:45	4.688	
	08:00		11.70
	08:15	4.688	
	08:45	4.688	
	09:00		13.10
	09:15	4.688	
	09:45	4.688	
	10:00		14.20
	10:15	4.688	
	10:45	4.688	
	11:00		14.20
	11:15	4.688	
	11:45	4.688	
	12:00		13.70
	12:15	4.688	
	12:45	4.688	
	13:00		13.90
	13:15	4.688	
	13:45	4.688	
	14:00		14.40
	14:15	4.688	
	14:45	4.688	
	15:00		14.90
	15:15	4.688	
	15:45	4.688	
	16:00		14.90
	16:15	4.688	
	16:45	4.688	
	17:00		14.40
	17:15	4.688	
	17:45	4.688	
	18:00		13.70
	18:15	4.688	
	18:45	4.688	
	19:00		13.50
	19:15	4.688	
	19:45	4.688	
	20:00		12.90
	20:15	4.688	
	20:45	4.688	
	21:00		12.70
	21:15	4.688	
	21:45	4.688	
	22:00		12.70
	22:15	4.688	
	22:45	4.688	
	23:00		12.80
	23:15	4.688	
	23:45	4.688	
Sun, 03/Sep	24:00		12.60
	00:15	4.688	
	00:45	4.688	
	01:00		12.30
	01:15	4.688	
	01:45	4.688	
	02:00		13.30
	02:15	4.688	
	02:45	4.688	
	03:00		13.30
	03:15	4.688	
	03:45	4.688	
	04:00		13.40
	04:15	4.688	
	04:45	4.688	
	05:00		13.40
	05:15	4.688	
	05:45	4.688	
	06:00		13.40
	06:15	4.688	
	06:45	4.688	
	07:00		13.40
	07:15	4.688	
	07:45	4.688	
	08:00		13.60
	08:15	4.688	
	08:45	4.688	
	09:00		13.90
	09:15	4.688	
	09:45	4.688	
	10:00		14.20
	10:15	4.688	
	10:45	4.688	
	11:00		16.20
	11:15	4.688	
	11:45	4.688	
	12:00		16.10
	12:15	4.688	
	12:45	4.688	
	13:00		16.10
	13:15	4.688	
	13:45	4.688	
	14:00		15.30
	14:15	4.688	
	14:45	4.688	
	15:00		16.40
	15:15	4.688	
	15:45	4.688	
	16:00		18.20
	16:15	4.688	
	16:45	4.688	
	17:00		19.70
	17:15	4.688	
	17:45	4.688	
	18:00		19.30
	18:15	4.688	
	18:45	4.688	
	19:00		18.00
	19:15	4.688	
	19:45	4.688	
	20:00		15.70
	20:15	4.688	
	20:45	4.688	
	21:00		12.30
	21:15	4.688	
	21:45	4.688	
	22:00		12.50
	22:15	4.688	
	22:45	4.688	
	23:00		12.00
	23:15	4.688	
	23:45	4.688	
Mon, 04/Sep	24:00		11.90
	00:15	4.688	
	00:45	4.688	
	01:00		10.60
	01:15	4.688	
	01:45	4.688	
	02:00		11.40
	02:15	4.688	
	02:45	4.688	
	03:00		11.40
	03:15	4.688	
	03:45	4.688	
	04:00		10.10
	04:15	4.688	
	04:45	4.688	
	05:00		9.40
	05:15	4.688	
	05:45	4.688	
	06:00		10.10
	06:15	4.688	
	06:45	4.688	
	07:00		11.00
	07:15	4.688	
	07:45	4.688	
	08:00		12.40
	08:15	4.688	
	08:45	4.688	
	09:00		14.50
	09:15	4.688	
	09:45	4.688	
	10:00		15.50
	10:15	4.688	
	10:45	4.688	
	11:00		15.80
	11:15	4.688	
	11:45	4.688	
	12:00		16.00
	12:15	4.688	
	12:45	4.688	
	13:00		16.30
	13:15	4.688	
	13:45	4.688	
	14:00		16.50
	14:15	4.688	
	14:45	4.688	
	15:00		17.80
	15:15	4.688	
	15:45	4.688	
	16:00		16.60
	16:15	4.688	
	16:45	4.688	
	17:00		17.00
	17:15	4.688	
	17:45	4.688	
	18:00		16.50
	18:15	4.688	
	18:45	4.688	
	19:00		15.40
	19:15	4.688	
	19:45	4.688	
	20:00		12.50
	20:15	4.688	
	20:45	4.688	
	21:00		11.10
	21:15	4.688	
	21:45	4.688	
	22:00		11.30
	22:15	4.688	
	22:45	4.688	
	23:00		10.80
	23:15	4.688	
	23:45	4.688	
Tue, 05/Sep	24:00		11.00
	00:15	4.688	
	00:45	4.688	
	01:00		11.10
	01:15	4.688	
	01:45	4.688	
	02:00		10.60
	02:15	4.688	
	02:45	4.688	
	03:00		10.90
	03:15	4.688	
	03:45	4.688	
	04:00		10.70
	04:15	4.688	
	04:45	4.688	
	05:00		11.00
	05:15	4.688	
	05:45	4.688	
	06:00		12.40
	06:15	4.688	
	06:45	4.688	
	07:00		12.30
	07:15	4.688	
	07:45	4.688	
	08:00		11.90
	08:15	4.688	
	08:45	4.688	
	09:00		12.40
	09:15	4.688	
	09:45	4.688	
	10:00		12.80
	10:15	4.688	
	10:45	4.688	
	11:00		13.20
	11:15	4.688	
	11:45	4.688	
	12:00		13.10
	12:15	4.688	
	12:45	4.688	
	13:00		13.60
	13:15	4.688	
	13:45	4.688	
	14:00		13.60
	14:15	4.688	
	14:45	4.688	
	15:00		13.30
	15:15	4.688	
	15:45	4.688	
	16:00		13.70
	16:15	4.688	
	16:45	4.688	
	17:00		14.60
	17:15	4.688	
	17:45	4.688	
	18:00		13.00
	18:15	4.688	
	18:45	4.688	
	19:00		13.60
	19:15	4.688	
	19:45	4.688	
	20:00		13.00
	20:15	4.688	
	20:45	4.688	
	21:00		13.10
	21:15	4.688	
	21:45	4.688	
	22:00		12.40
	22:15	4.688	
	22:45	4.688	
	23:00		12.00
	23:15	4.688	
	23:45	4.688	
Wed, 06/Sep	24:00		11.60
	00:15	4.688	
	00:45	4.688	
	01:00		11.10
	01:15	4.688	
	01:45	4.688	
	02:00		9.30
	02:15	4.688	
	02:45	4.688	
	03:00		9.80
	03:15	4.688	
	03:45	4.688	
	04:00		9.80
	04:15	4.688	
	04:45	4.688	
	05:00		8.70
	05:15	4.688	
	05:45	4.688	
	06:00		9.80
	06:15	4.688	
	06:45	4.688	
	07:00		10.40
	07:15	4.688	
	07:45	4.688	
	08:00		11.00
	08:15	4.688	
	08:45	4.688	
	09:00		12.20
	09:15	4.688	
	09:45	4.688	
	10:00		12.80
	10:15	4.688	
	10:45	4.688	
	11:00		13.70
	11:15	4.688	
	11:45	4.688	
	12:00		14.20
	12:15	4.688	
	12:45	4.688	
	13:00		15.10
	13:15	4.688	
	13:45	4.688	
	14:00		17.20
	14:15	4.688	
	14:45	4.688	
	15:00		15.80
	15:15	4.688	
	15:45	4.688	
	16:00		15.70
	16:15	4.688	
	16:45	4.688	
	17:00		16.40
	17:15	4.688	
	17:45	4.688	
	18:00		15.20
	18:15	4.688	
	18:45	4.688	
	19:00		13.70
	19:15	4.688	
	19:45	4.688	
	20:00		12.60
	20:15	4.688	
	20:45	4.688	
	21:00		11.40
	21:15	4.688	
	21:45	4.688	
	22:00		11.90
	22:15	4.688	
	22:45	4.688	
	23:00		12.10
	23:15	4.688	
	23:45	4.688	
Thu, 07/Sep	24:00		11.60
	00:15	4.688	
	00:45	4.688	
	01:00		10.70
	01:15	4.688	
	01:45	4.688	
	02:00		10.70
	02:15	4.688	
	02:45	4.688	
	03:00		10.40
	03:15	4.688	
	03:45	4.688	
	04:00		9.30
	04:15	4.688	
	04:45	4.688	
	05:00		8.40
	05:15	4.688	
	05:45	4.688	
	06:00		8.80
	06:15	4.688	
	06:45	4.688	
	07:00		9.30
	07:15	4.688	
	07:45	4.688	
	08:00		10.20
	08:15	4.688	
	08:45	4.688	
	09:00		12.50
	09:15	4.688	
	09:45	4.688	
	10:00		14.30
	10:15	4.688	
	10:45	4.688	
	11:00		14.80
	11:15	4.688	
	11:45	4.688	
	12:00		15.80
	12:15	4.688	
	12:45	4.688	
	13:00		15.90
	13:15	4.688	
	13:45	4.688	
	14:00		16.80
	14:15	4.688	
	14:45	4.688	
	15:00		16.60
	15:15	4.688	
	15:45	4.688	
	16:00		17.00
	16:15	4.688	
	16:45	4.688	
	17:00		17.70
	17:15	4.688	
	17:45	4.688	
	18:00		15.90
	18:15	4.688	
	18:45	4.688	
	19:00		14.70
	19:15	4.688	
	19:45	4.688	
	20:00		13.00
	20:15	4.688	
	20:45	4.688	
	21:00		12.30
	21:15	4.688	
	21:45	4.688	
	22:00		11.80
	22:15	4.688	
	22:45	4.688	
	23:00		10.50
	23:15	4.688	
	23:45	4.688	
Fri, 08/Sep	24:00		10.60
	00:15	4.688	
	00:45	4.688	
	01:00		8.90
	01:15	4.688	
	01:45	4.688	
	02:00		9.20
	02:15	4.688	
	02:45	4.688	
	03:00		9.00
	03:15	4.688	
	03:45	4.688	
	04:00		9.20
	04:15	4.688	
	04:45	4.688	
	05:00		7.30
	05:15	4.688	
	05:45	4.688	
	06:00		7.80
	06:15	4.688	
	06:45	4.688	
	07:00		6.70
	07:15	4.688	
	07:45	4.688	
	08:00		10.30
	08:15	4.688	
	08:45	4.688	
	09:00		12.20
	09:15	4.688	
	09:45	4.688	
	10:00		13.00
	10:15	4.688	
	10:45	4.688	
	11:00		14.00
	11:15	4.688	
	11:45	4.688	
	12:00		15.20
	12:15	4.688	
	12:45	4.688	
	13:00		15.60
	13:15	4.688	
	13:45	4.688	
	14:00		14.60
	14:15	4.688	
	14:45	4.688	
	15:00		15.60
	15:15	4.688	
	15:45	4.688	
	16:00		15.80
	16:15	4.688	
	16:45	4.688	
	17:00		15.90
	17:15	4.688	
	17:45	4.688	
	18:00		15.00
	18:15	4.688	
	18:45	4.688	
