DateTime,Total nat. gas (kBtu/h),Dry-bulb temperature (°C)
01-18 16:45,10.609,-2.0
01-18 17:15,10.616,-1.6
01-18 17:45,10.602,-1.6
01-18 18:15,9.985,-1.6
01-18 18:45,9.982,-1.6
01-18 19:15,9.987,-1.8
01-18 19:45,10.008,-1.8
01-18 20:15,10.046,-1.9
01-18 20:45,10.095,-1.9
01-18 21:15,10.14,-1.9
01-18 21:45,10.175,-1.9
01-18 22:15,10.991,-1.8
01-18 22:45,10.921,-1.8
01-18 23:15,11.012,-1.8
01-18 23:45,11.046,-1.8
01-19 00:15,11.168,-1.8
01-19 00:45,11.167,-1.8
01-19 01:15,11.155,-1.7
01-19 01:45,11.134,-1.7
01-19 02:15,11.112,-1.6
01-19 02:45,11.09,-1.6
01-19 03:15,11.091,-1.8
01-19 03:45,11.114,-1.8
01-19 04:15,11.123,-1.8
01-19 04:45,11.121,-1.8
01-19 05:15,11.133,-2.0
01-19 05:45,11.16,-2.0
01-19 06:15,11.173,-2.0
01-19 06:45,11.172,-2.0
01-19 07:15,11.194,-2.3
01-19 07:45,11.239,-2.3
01-19 08:15,11.088,-2.3
01-19 08:45,11.029,-2.3
01-19 09:15,10.366,-2.1
01-19 09:45,10.33,-2.1
01-19 10:15,10.31,-1.8
01-19 10:45,10.284,-1.8
01-19 11:15,10.273,-1.8
01-19 11:45,10.282,-1.8
01-19 12:15,10.272,-1.3
01-19 12:45,10.25,-1.3
01-19 13:15,10.24,-1.0
01-19 13:45,10.231,-1.0
01-19 14:15,10.226,-0.8
01-19 14:45,10.234,-0.8
01-19 15:15,10.244,-0.5
01-19 15:45,10.254,-0.5
01-19 16:15,10.263,-0.3
01-19 16:45,10.267,-0.3
01-19 17:15,10.269,-0.1
01-19 17:45,10.267,-0.1
01-19 18:15,9.71,-0.1
01-19 18:45,9.699,-0.1
01-19 19:15,9.68,0.0
01-19 19:45,9.661,0.0
01-19 20:15,9.642,0.2
01-19 20:45,9.636,0.2
01-19 21:15,9.615,0.7
01-19 21:45,9.572,0.7
01-19 22:15,10.389,0.7
01-19 22:45,10.31,0.7
01-19 23:15,10.376,1.0
01-19 23:45,10.288,1.0
01-20 00:15,10.335,1.1
01-20 00:45,10.294,1.1
01-20 01:15,10.265,1.1
01-20 01:45,10.244,1.1
01-20 02:15,10.22,1.2
01-20 02:45,10.191,1.2
01-20 03:15,10.117,2.1
01-20 03:45,9.998,2.1
01-20 04:15,9.767,5.0
01-20 04:45,9.424,5.0
01-20 05:15,9.23,4.9
01-20 05:45,9.191,4.9
01-20 06:15,9.123,5.5
01-20 06:45,9.02,5.5
01-20 07:15,8.938,5.7
01-20 07:45,8.875,5.7
01-20 08:15,8.733,7.1
01-20 08:45,8.461,7.1
01-20 09:15,7.702,6.3
01-20 09:45,7.698,6.3
01-20 10:15,7.635,7.1
01-20 10:45,7.449,7.1
01-20 11:15,7.182,7.7
01-20 11:45,6.885,7.7
01-20 12:15,6.613,7.7
01-20 12:45,6.426,7.7
01-20 13:15,6.226,8.0
01-20 13:45,5.955,8.0
01-20 14:15,5.898,7.7
01-20 14:45,6.206,7.7
01-20 15:15,6.559,7.4
01-20 15:45,6.864,7.4
01-20 16:15,7.112,6.0
01-20 16:45,7.345,6.0
01-20 17:15,7.507,5.4
01-20 17:45,7.614,5.4
01-20 18:15,7.203,3.8
01-20 18:45,7.38,3.8
01-20 19:15,7.473,3.8
01-20 19:45,7.484,3.8
01-20 20:15,7.436,4.9
01-20 20:45,7.342,4.9
01-20 21:15,7.33,4.4
01-20 21:45,7.402,4.4
01-20 22:15,8.292,4.4
01-20 22:45,8.228,4.4
01-20 23:15,8.302,4.7
01-20 23:45,8.221,4.7
01-21 00:15,8.279,4.7
01-21 00:45,8.253,4.7
01-21 01:15,8.228,4.8
01-21 01:45,8.201,4.8
01-21 02:15,8.139,5.6
01-21 02:45,8.038,5.6
01-21 03:15,7.977,5.6
01-21 03:45,7.958,5.6
01-21 04:15,7.967,5.1
01-21 04:45,8.0,5.1
01-21 05:15,7.979,5.6
01-21 05:45,7.913,5.6
01-21 06:15,7.903,5.1
01-21 06:45,7.946,5.1
01-21 07:15,7.981,4.8
01-21 07:45,8.006,4.8
01-21 08:15,8.055,3.8
01-21 08:45,8.074,3.8
01-21 09:15,7.411,4.4
01-21 09:45,7.306,4.4
01-21 10:15,7.079,7.6
01-21 10:45,6.708,7.6
01-21 11:15,6.41,8.5
01-21 11:45,6.123,8.5
01-21 12:15,5.864,9.1
01-21 12:45,5.83,9.1
01-21 13:15,5.939,8.1
01-21 13:45,6.059,8.1
01-21 14:15,6.137,8.1
01-21 14:45,6.205,8.1
01-21 15:15,6.349,6.9
01-21 15:45,6.562,6.9
01-21 16:15,6.716,6.5
01-21 16:45,6.81,6.5
01-21 17:15,6.822,7.4
01-21 17:45,6.752,7.4
01-21 18:15,6.146,7.6
01-21 18:45,6.108,7.6
01-21 19:15,6.095,7.3
01-21 19:45,6.111,7.3
01-21 20:15,6.058,8.4
01-21 20:45,5.949,8.4
01-21 21:15,5.939,7.6
01-21 21:45,6.026,7.6
01-21 22:15,6.862,8.6
01-21 22:45,6.678,8.6
01-21 23:15,6.726,8.1
01-21 23:45,6.716,8.1
01-22 00:15,6.833,7.7
01-22 00:45,6.864,7.7
01-22 01:15,6.897,7.4
01-22 01:45,6.927,7.4
01-22 02:15,6.942,7.4
01-22 02:45,6.94,7.4
01-22 03:15,6.957,7.0
01-22 03:45,6.995,7.0
01-22 04:15,7.017,6.9
01-22 04:45,7.024,6.9
01-22 05:15,7.017,7.1
01-22 05:45,6.995,7.1
01-22 06:15,7.01,6.6
01-22 06:45,7.061,6.6
01-22 07:15,7.087,6.6
01-22 07:45,7.087,6.6
01-22 08:15,7.087,6.4
01-22 08:45,7.043,6.4
01-22 09:15,6.36,7.1
01-22 09:45,6.276,7.1
01-22 10:15,6.206,7.5
01-22 10:45,6.065,7.5
01-22 11:15,5.786,8.6
01-22 11:45,5.523,8.6
01-22 12:15,5.334,9.2
01-22 12:45,5.162,9.2
01-22 13:15,4.895,10.5
01-22 13:45,4.688,10.5
01-22 14:15,4.688,9.0
01-22 14:45,4.772,9.0
01-22 15:15,5.338,8.3
01-22 15:45,5.676,8.3
01-22 16:15,5.972,6.4
01-22 16:45,6.275,6.4
01-22 17:15,6.453,6.4
01-22 17:45,6.513,6.4
01-22 18:15,6.03,5.7
01-22 18:45,6.11,5.7
01-22 19:15,6.141,5.8
01-22 19:45,6.13,5.8
01-22 20:15,6.142,5.5
01-22 20:45,6.194,5.5
01-22 21:15,6.258,5.1
01-22 21:45,6.325,5.1
01-22 22:15,7.254,4.3
01-22 22:45,7.286,4.3
01-22 23:15,7.408,4.9
01-22 23:45,7.323,4.9
01-23 00:15,7.37,5.2
01-23 00:45,7.329,5.2
01-23 01:15,7.292,5.5
01-23 01:45,7.256,5.5
01-23 02:15,7.237,5.5
01-23 02:45,7.233,5.5
01-23 03:15,7.245,5.2
01-23 03:45,7.276,5.2
01-23 04:15,7.234,6.3
01-23 04:45,7.117,6.3
01-23 05:15,7.046,6.4
01-23 05:45,7.026,6.4
01-23 06:15,7.009,6.5
01-23 06:45,6.994,6.5
01-23 07:15,6.984,6.5
01-23 07:45,6.98,6.5
01-23 08:15,6.956,6.7
01-23 08:45,6.87,6.7
01-23 09:15,6.205,6.8
01-23 09:45,6.2,6.8
01-23 10:15,6.151,8.1
01-23 10:45,6.02,8.1
01-23 11:15,5.928,8.4
01-23 11:45,5.891,8.4
01-23 12:15,5.861,8.7
01-23 12:45,5.841,8.7
01-23 13:15,5.855,8.4
01-23 13:45,5.899,8.4
01-23 14:15,5.93,8.4
01-23 14:45,5.95,8.4
01-23 15:15,5.985,8.2
01-23 15:45,6.031,8.2
01-23 16:15,6.131,7.0
01-23 16:45,6.291,7.0
01-23 17:15,6.358,7.6
01-23 17:45,6.318,7.6
01-23 18:15,5.75,7.3
01-23 18:45,5.764,7.3
01-23 19:15,5.817,6.3
01-23 19:45,5.918,6.3
01-23 20:15,5.96,6.6
01-23 20:45,5.953,6.6
01-23 21:15,5.966,6.5
01-23 21:45,5.995,6.5
01-23 22:15,6.89,5.9
01-23 22:45,6.892,5.9
01-23 23:15,7.041,5.7
01-23 23:45,7.041,5.7
01-24 00:15,7.138,6.0
01-24 00:45,7.104,6.0
01-24 01:15,7.102,5.7
01-24 01:45,7.133,5.7
01-24 02:15,7.21,4.6
01-24 02:45,7.334,4.6
01-24 03:15,7.389,4.9
01-24 03:45,7.368,4.9
01-24 04:15,7.336,5.3
01-24 04:45,7.294,5.3
01-24 05:15,7.266,5.4
01-24 05:45,7.249,5.4
01-24 06:15,7.236,5.4
01-24 06:45,7.23,5.4
01-24 07:15,7.193,6.0
01-24 07:45,7.123,6.0
01-24 08:15,7.066,6.1
01-24 08:45,6.976,6.1
01-24 09:15,6.28,6.5
01-24 09:45,6.208,6.5
01-24 10:15,6.156,7.1
01-24 10:45,6.12,7.1
01-24 11:15,6.104,7.4
01-24 11:45,6.088,7.4
01-24 12:15,6.079,7.5
01-24 12:45,6.081,7.5
01-24 13:15,6.098,7.4
01-24 13:45,6.134,7.4
01-24 14:15,6.177,7.2
01-24 14:45,6.216,7.2
01-24 15:15,6.271,6.8
01-24 15:45,6.344,6.8
01-24 16:15,6.429,6.2
01-24 16:45,6.523,6.2
01-24 17:15,6.616,5.6
01-24 17:45,6.704,5.6
01-24 18:15,6.211,5.3
01-24 18:45,6.237,5.3
01-24 19:15,6.266,4.9
01-24 19:45,6.302,4.9
01-24 20:15,6.329,4.8
01-24 20:45,6.363,4.8
01-24 21:15,6.378,5.1
01-24 21:45,6.367,5.1
01-24 22:15,7.223,4.8
01-24 22:45,7.191,4.8
01-24 23:15,7.306,4.9
01-24 23:45,7.273,4.9
01-25 00:15,7.392,4.5
01-25 00:45,7.434,4.5
01-25 01:15,7.456,4.5
01-25 01:45,7.46,4.5
01-25 02:15,7.464,4.5
01-25 02:45,7.468,4.5
01-25 03:15,7.497,4.0
01-25 03:45,7.553,4.0
01-25 04:15,7.582,4.0
01-25 04:45,7.586,4.0
01-25 05:15,7.598,3.9
01-25 05:45,7.614,3.9
01-25 06:15,7.624,3.9
01-25 06:45,7.63,3.9
01-25 07:15,7.652,3.6
01-25 07:45,7.689,3.6
01-25 08:15,7.684,3.9
01-25 08:45,7.589,3.9
01-25 09:15,6.913,3.9
01-25 09:45,6.885,3.9
01-25 10:15,6.803,5.2
01-25 10:45,6.63,5.2
01-25 11:15,6.449,6.2
01-25 11:45,6.319,6.2
01-25 12:15,6.239,6.6
01-25 12:45,6.173,6.6
01-25 13:15,6.155,6.4
01-25 13:45,6.223,6.4
01-25 14:15,6.334,6.1
01-25 14:45,6.467,6.1
01-25 15:15,6.581,5.8
01-25 15:45,6.667,5.8
01-25 16:15,6.714,6.0
01-25 16:45,6.726,6.0
01-25 17:15,6.747,5.9
01-25 17:45,6.776,5.9
01-25 18:15,6.24,5.8
01-25 18:45,6.238,5.8
01-25 19:15,6.234,5.7
01-25 19:45,6.234,5.7
01-25 20:15,6.235,5.7
01-25 20:45,6.25,5.7
01-25 21:15,6.313,4.9
01-25 21:45,6.415,4.9
01-25 22:15,7.343,4.4
01-25 22:45,7.338,4.4
01-25 23:15,7.48,4.3
01-25 23:45,7.472,4.3
01-26 00:15,7.575,4.4
01-26 00:45,7.563,4.4
01-26 01:15,7.567,4.2
01-26 01:45,7.588,4.2
01-26 02:15,7.611,4.0
01-26 02:45,7.634,4.0
01-26 03:15,7.652,3.9
01-26 03:45,7.666,3.9
01-26 04:15,7.69,3.6
01-26 04:45,7.726,3.6
01-26 05:15,7.747,3.6
01-26 05:45,7.752,3.6
01-26 06:15,7.751,3.7
01-26 06:45,7.745,3.7
01-26 07:15,7.763,3.4
01-26 07:45,7.807,3.4
01-26 08:15,7.827,3.4
01-26 08:45,7.775,3.4
01-26 09:15,7.133,3.2
01-26 09:45,7.13,3.2
01-26 10:15,7.109,3.8
01-26 10:45,7.075,3.8
01-26 11:15,7.061,4.2
01-26 11:45,7.052,4.2
01-26 12:15,7.074,3.9
01-26 12:45,7.126,3.9
01-26 13:15,7.193,3.3
01-26 13:45,7.276,3.3
01-26 14:15,7.353,3.0
01-26 14:45,7.429,3.0
01-26 15:15,7.494,2.9
01-26 15:45,7.536,2.9
01-26 16:15,7.593,2.5
01-26 16:45,7.673,2.5
01-26 17:15,7.744,2.3
01-26 17:45,7.793,2.3
01-26 18:15,7.228,2.9
01-26 18:45,7.154,2.9
01-26 19:15,7.172,1.7
01-26 19:45,7.289,1.7
01-26 20:15,7.364,1.5
01-26 20:45,7.415,1.5
01-26 21:15,7.461,2.1
01-26 21:45,7.453,2.1
01-26 22:15,8.339,1.5
01-26 22:45,8.364,1.5
01-26 23:15,8.522,1.4
01-26 23:45,8.516,1.4
01-27 00:15,8.637,1.2
01-27 00:45,8.663,1.2
01-27 01:15,8.697,0.9
01-27 01:45,8.737,0.9
01-27 02:15,8.763,0.9
01-27 02:45,8.776,0.9
01-27 03:15,8.759,1.5
01-27 03:45,8.707,1.5
01-27 04:15,8.684,1.5
01-27 04:45,8.693,1.5
01-27 05:15,8.671,2.1
01-27 05:45,8.617,2.1
01-27 06:15,8.58,2.3
01-27 06:45,8.563,2.3
01-27 07:15,8.557,2.3
01-27 07:45,8.56,2.3
01-27 08:15,8.536,2.6
01-27 08:45,8.436,2.6
01-27 09:15,7.725,3.1
01-27 09:45,7.639,3.1
01-27 10:15,7.56,3.8
01-27 10:45,7.462,3.8
01-27 11:15,7.364,4.3
01-27 11:45,7.278,4.3
01-27 12:15,7.2,5.0
01-27 12:45,7.159,5.0
01-27 13:15,7.155,4.9
01-27 13:45,7.134,4.9
01-27 14:15,7.14,4.7
01-27 14:45,7.239,4.7
01-27 15:15,7.361,4.2
01-27 15:45,7.471,4.2
01-27 16:15,7.56,4.0
01-27 16:45,7.632,4.0
01-27 17:15,7.704,3.7
01-27 17:45,7.771,3.7
01-27 18:15,7.256,3.7
01-27 18:45,7.259,3.7
01-27 19:15,7.256,3.7
01-27 19:45,7.255,3.7
01-27 20:15,7.264,3.6
01-27 20:45,7.3,3.6
01-27 21:15,7.373,2.9
01-27 21:45,7.475,2.9
01-27 22:15,8.368,3.1
01-27 22:45,8.292,3.1
01-27 23:15,8.404,2.7
01-27 23:45,8.411,2.7
01-28 00:15,8.529,2.6
01-28 00:45,8.532,2.6
01-28 01:15,8.533,2.6
01-28 01:45,8.53,2.6
01-28 02:15,8.594,1.4
01-28 02:45,8.723,1.4
01-28 03:15,8.732,2.5
01-28 03:45,8.624,2.5
01-28 04:15,8.577,2.4
01-28 04:45,8.588,2.4
01-28 05:15,8.584,2.6
01-28 05:45,8.563,2.6
01-28 06:15,8.584,2.0
01-28 06:45,8.649,2.0
01-28 07:15,8.686,2.0
01-28 07:45,8.693,2.0
01-28 08:15,8.682,2.1
01-28 08:45,8.604,2.1
01-28 09:15,7.898,2.8
01-28 09:45,7.806,2.8
01-28 10:15,7.733,3.5
01-28 10:45,7.645,3.5
01-28 11:15,7.574,3.5
01-28 11:45,7.508,3.5
01-28 12:15,7.503,2.8
01-28 12:45,7.642,2.8
01-28 13:15,7.757,2.8
01-28 13:45,7.756,2.8
01-28 14:15,7.758,2.8
01-28 14:45,7.826,2.8
01-28 15:15,7.868,3.2
01-28 15:45,7.882,3.2
01-28 16:15,7.984,2.1
01-28 16:45,8.164,2.1
01-28 17:15,8.304,1.7
01-28 17:45,8.395,1.7
01-28 18:15,7.895,1.7
01-28 18:45,7.905,1.7
01-28 19:15,7.877,2.3
01-28 19:45,7.816,2.3
01-28 20:15,7.81,1.9
01-28 20:45,7.879,1.9
01-28 21:15,7.935,1.9
01-28 21:45,7.966,1.9
01-28 22:15,8.854,1.5
01-28 22:45,8.842,1.5
01-28 23:15,8.966,1.5
01-28 23:45,8.934,1.5
01-29 00:15,9.044,1.2
01-29 00:45,9.069,1.2
01-29 01:15,9.064,1.5
01-29 01:45,9.03,1.5
01-29 02:15,9.012,1.5
01-29 02:45,9.011,1.5
01-29 03:15,9.007,1.6
01-29 03:45,8.998,1.6
01-29 04:15,8.976,1.9
01-29 04:45,8.943,1.9
01-29 05:15,8.937,1.7
01-29 05:45,8.957,1.7
01-29 06:15,8.973,1.6
01-29 06:45,8.985,1.6
01-29 07:15,8.998,1.5
01-29 07:45,9.01,1.5
01-29 08:15,9.004,1.5
01-29 08:45,8.934,1.5
01-29 09:15,8.281,1.2
01-29 09:45,8.287,1.2
01-29 10:15,8.251,2.1
01-29 10:45,8.127,2.1
01-29 11:15,7.993,2.5
01-29 11:45,7.909,2.5
01-29 12:15,7.857,2.6
01-29 12:45,7.78,2.6
01-29 13:15,7.655,3.0
01-29 13:45,7.479,3.0
01-29 14:15,7.433,3.1
01-29 14:45,7.632,3.1
01-29 15:15,7.856,2.6
01-29 15:45,8.034,2.6
01-29 16:15,8.159,2.4
01-29 16:45,8.247,2.4
01-29 17:15,8.336,1.9
01-29 17:45,8.429,1.9
01-29 18:15,7.939,1.7
01-29 18:45,7.968,1.7
01-29 19:15,7.995,1.5
01-29 19:45,8.025,1.5
01-29 20:15,8.062,1.3
01-29 20:45,8.117,1.3
01-29 21:15,8.173,1.1
01-29 21:45,8.228,1.1
01-29 22:15,9.123,0.9
01-29 22:45,9.096,0.9
01-29 23:15,9.204,1.1
01-29 23:45,9.152,1.1
01-30 00:15,9.234,1.1
01-30 00:45,9.226,1.1
01-30 01:15,9.239,0.8
01-30 01:45,9.27,0.8
01-30 02:15,9.265,1.2
01-30 02:45,9.225,1.2
01-30 03:15,9.196,1.4
01-30 03:45,9.177,1.4
01-30 04:15,9.18,1.2
01-30 04:45,9.204,1.2
01-30 05:15,9.202,1.5
01-30 05:45,9.173,1.5
01-30 06:15,9.137,1.9
01-30 06:45,9.095,1.9
01-30 07:15,9.1,1.4
01-30 07:45,9.155,1.4
01-30 08:15,9.214,0.6
01-30 08:45,9.223,0.6
01-30 09:15,8.528,1.7
01-30 09:45,8.364,1.7
01-30 10:15,8.175,3.3
01-30 10:45,7.91,3.3
01-30 11:15,7.625,3.9
01-30 11:45,7.343,3.9
01-30 12:15,7.08,4.3
01-30 12:45,6.92,4.3
01-30 13:15,6.809,4.4
01-30 13:45,6.693,4.4
01-30 14:15,6.699,3.8
01-30 14:45,6.882,3.8
01-30 15:15,7.159,2.4
01-30 15:45,7.57,2.4
01-30 16:15,8.052,-0.4
01-30 16:45,8.529,-0.4
01-30 17:15,8.842,-1.0
01-30 17:45,9.009,-1.0
01-30 18:15,8.556,-0.9
01-30 18:45,8.592,-0.9
01-30 19:15,8.663,-1.6
01-30 19:45,8.773,-1.6
01-30 20:15,8.86,-1.8
01-30 20:45,8.94,-1.8
01-30 21:15,9.018,-1.9
01-30 21:45,9.084,-1.9
01-30 22:15,9.98,-1.9
01-30 22:45,9.948,-1.9
01-30 23:15,10.054,-1.6
01-30 23:45,10.006,-1.6
01-31 00:15,10.184,-3.2
01-31 00:45,10.365,-3.2
01-31 01:15,10.438,-2.6
01-31 01:45,10.4,-2.6
01-31 02:15,10.407,-2.9
01-31 02:45,10.458,-2.9
01-31 03:15,10.504,-3.1
01-31 03:45,10.543,-3.1
01-31 04:15,10.542,-2.6
01-31 04:45,10.503,-2.6
01-31 05:15,10.538,-3.5
01-31 05:45,10.65,-3.5
01-31 06:15,10.795,-4.9
01-31 06:45,10.97,-4.9
01-31 07:15,11.113,-4.7
01-31 07:45,11.153,-4.7
01-31 08:15,11.027,-3.9
01-31 08:45,10.883,-3.9
01-31 09:15,10.058,-1.8
01-31 09:45,9.786,-1.8
01-31 10:15,9.458,1.2
01-31 10:45,9.021,1.2
01-31 11:15,8.532,3.8
01-31 11:45,8.04,3.8
01-31 12:15,7.774,2.3
01-31 12:45,7.758,2.3
01-31 13:15,7.591,4.2
01-31 13:45,7.26,4.2
01-31 14:15,7.183,3.4
01-31 14:45,7.416,3.4
01-31 15:15,7.695,2.8
01-31 15:45,8.02,2.8
01-31 16:15,8.467,-0.5
01-31 16:45,8.988,-0.5
01-31 17:15,9.335,-1.3
01-31 17:45,9.52,-1.3
01-31 18:15,9.134,-2.3
01-31 18:45,9.282,-2.3
01-31 19:15,9.332,-1.6
01-31 19:45,9.295,-1.6
01-31 20:15,9.402,-3.6
01-31 20:45,9.667,-3.6
01-31 21:15,9.841,-3.7
01-31 21:45,9.915,-3.7
01-31 22:15,10.819,-3.7
01-31 22:45,10.796,-3.7
01-31 23:15,10.923,-3.6
01-31 23:45,10.903,-3.6
02-01 00:15,10.966,-2.8
02-01 00:45,10.888,-2.8
02-01 01:15,10.9,-3.7
02-01 01:45,11.003,-3.7
02-01 02:15,11.171,-5.0
02-01 02:45,11.421,-5.0
02-01 03:15,11.471,-3.8
02-01 03:45,11.337,-3.8
02-01 04:15,11.36,-4.9
02-01 04:45,11.543,-4.9
02-01 05:15,11.664,-5.1
02-01 05:45,11.724,-5.1
02-01 06:15,11.782,-5.3
02-01 06:45,11.838,-5.3
02-01 07:15,11.878,-5.3
02-01 07:45,11.91,-5.3
02-01 08:15,11.541,-4.1
02-01 08:45,11.349,-4.1
02-01 09:15,10.579,-3.5
02-01 09:45,10.472,-3.5
02-01 10:15,10.314,-1.6
02-01 10:45,10.072,-1.6
02-01 11:15,9.809,0.0
02-01 11:45,9.523,0.0
02-01 12:15,9.243,1.5
02-01 12:45,9.068,1.5
02-01 13:15,8.976,2.5
02-01 13:45,8.915,2.5
02-01 14:15,8.875,2.6
02-01 14:45,8.802,2.6
02-01 15:15,8.769,2.9
02-01 15:45,8.881,2.9
02-01 16:15,9.056,2.3
02-01 16:45,9.202,2.3
02-01 17:15,9.35,1.1
02-01 17:45,9.512,1.1
02-01 18:15,9.069,0.6
02-01 18:45,9.125,0.6
02-01 19:15,9.195,-0.2
02-01 19:45,9.287,-0.2
02-01 20:15,9.339,-0.1
02-01 20:45,9.361,-0.1
02-01 21:15,9.354,0.5
02-01 21:45,9.314,0.5
02-01 22:15,10.106,1.1
02-01 22:45,9.974,1.1
02-01 23:15,10.029,1.1
02-01 23:45,9.977,1.1
02-02 00:15,10.027,1.5
02-02 00:45,9.959,1.5
02-02 01:15,9.905,1.7
02-02 01:45,9.864,1.7
02-02 02:15,9.861,1.2
02-02 02:45,9.898,1.2
02-02 03:15,9.901,1.4
02-02 03:45,9.869,1.4
02-02 04:15,9.819,1.9
02-02 04:45,9.754,1.9
02-02 05:15,9.742,1.4
02-02 05:45,9.781,1.4
02-02 06:15,9.812,1.1
02-02 06:45,9.837,1.1
02-02 07:15,9.842,1.2
02-02 07:45,9.828,1.2
02-02 08:15,9.803,1.3
02-02 08:45,9.726,1.3
02-02 09:15,9.067,1.2
02-02 09:45,9.061,1.2
02-02 10:15,9.062,1.4
02-02 10:45,9.048,1.4
02-02 11:15,9.034,1.6
02-02 11:45,9.018,1.6
02-02 12:15,9.003,1.8
02-02 12:45,8.993,1.8
02-02 13:15,8.975,2.2
02-02 13:45,8.95,2.2
02-02 14:15,8.95,2.1
02-02 14:45,8.977,2.1
02-02 15:15,9.005,2.1
02-02 15:45,9.039,2.1
02-02 16:15,9.08,2.0
02-02 16:45,9.118,2.0
02-02 17:15,9.152,1.9
02-02 17:45,9.181,1.9
02-02 18:15,8.629,2.1
02-02 18:45,8.596,2.1
02-02 19:15,8.576,2.0
02-02 19:45,8.575,2.0
02-02 20:15,8.577,2.0
02-02 20:45,8.593,2.0
02-02 21:15,8.623,1.8
02-02 21:45,8.659,1.8
02-02 22:15,9.506,2.1
02-02 22:45,9.402,2.1
02-02 23:15,9.481,1.9
02-02 23:45,9.448,1.9
02-03 00:15,9.53,1.9
02-03 00:45,9.507,1.9
02-03 01:15,9.326,5.0
02-03 01:45,8.982,5.0
02-03 02:15,8.762,5.5
02-03 02:45,8.67,5.5
02-03 03:15,8.665,4.4
02-03 03:45,8.75,4.4
02-03 04:15,8.763,4.8
02-03 04:45,8.701,4.8
02-03 05:15,8.658,4.8
02-03 05:45,8.633,4.8
02-03 06:15,8.602,4.9
02-03 06:45,8.565,4.9
02-03 07:15,8.6,3.7
02-03 07:45,8.707,3.7
02-03 08:15,8.596,6.3
02-03 08:45,8.204,6.3
02-03 09:15,7.351,5.9
02-03 09:45,7.29,5.9
02-03 10:15,7.212,6.3
02-03 10:45,7.076,6.3
02-03 11:15,6.931,6.7
02-03 11:45,6.878,6.7
02-03 12:15,6.906,6.5
02-03 12:45,6.913,6.5
02-03 13:15,6.907,6.5
02-03 13:45,6.927,6.5
02-03 14:15,6.946,6.5
02-03 14:45,6.935,6.5
02-03 15:15,6.969,5.9
02-03 15:45,7.09,5.9
02-03 16:15,7.295,4.2
02-03 16:45,7.567,4.2
02-03 17:15,7.908,1.2
02-03 17:45,8.296,1.2
02-03 18:15,7.919,1.9
02-03 18:45,7.881,1.9
02-03 19:15,7.882,1.6
02-03 19:45,7.931,1.6
02-03 20:15,7.935,2.2
02-03 20:45,7.907,2.2
02-03 21:15,7.909,2.2
02-03 21:45,7.936,2.2
02-03 22:15,8.78,2.6
02-03 22:45,8.68,2.6
02-03 23:15,8.745,2.8
02-03 23:45,8.681,2.8
02-04 00:15,8.743,3.0
02-04 00:45,8.706,3.0
02-04 01:15,8.737,2.0
02-04 01:45,8.837,2.0
02-04 02:15,8.923,1.4
02-04 02:45,8.99,1.4
02-04 03:15,9.025,1.4
02-04 03:45,9.029,1.4
02-04 04:15,8.962,2.7
02-04 04:45,8.824,2.7
02-04 05:15,8.765,2.4
02-04 05:45,8.788,2.4
02-04 06:15,8.841,1.6
02-04 06:45,8.926,1.6
02-04 07:15,8.969,1.7
02-04 07:45,8.968,1.7
02-04 08:15,8.953,1.7
02-04 08:45,8.868,1.7
02-04 09:15,8.122,2.7
02-04 09:45,7.951,2.7
02-04 10:15,7.781,3.9
02-04 10:45,7.566,3.9
02-04 11:15,7.338,4.4
02-04 11:45,7.19,4.4
02-04 12:15,7.045,4.7
02-04 12:45,6.793,4.7
02-04 13:15,6.324,7.0
02-04 13:45,5.63,7.0
02-04 14:15,5.306,7.2
02-04 14:45,5.744,7.2
02-04 15:15,6.308,6.3
02-04 15:45,6.669,6.3
02-04 16:15,6.906,5.7
02-04 16:45,7.068,5.7
02-04 17:15,7.17,5.7
02-04 17:45,7.216,5.7
02-04 18:15,6.713,5.2
02-04 18:45,6.767,5.2
02-04 19:15,6.739,6.2
02-04 19:45,6.629,6.2
02-04 20:15,6.55,6.6
02-04 20:45,6.518,6.6
02-04 21:15,6.521,6.4
02-04 21:45,6.553,6.4
02-04 22:15,7.392,6.8
02-04 22:45,7.275,6.8
02-04 23:15,7.273,7.9
02-04 23:45,7.094,7.9
02-05 00:15,7.096,7.9
02-05 00:45,7.056,7.9
02-05 01:15,7.044,7.5
02-05 01:45,7.06,7.5
02-05 02:15,7.065,7.4
02-05 02:45,7.057,7.4
02-05 03:15,7.067,7.0
02-05 03:45,7.093,7.0
02-05 04:15,7.089,7.2
02-05 04:45,7.053,7.2
02-05 05:15,7.041,7.0
02-05 05:45,7.054,7.0
02-05 06:15,7.036,7.4
02-05 06:45,6.987,7.4
02-05 07:15,6.953,7.5
02-05 07:45,6.934,7.5
02-05 08:15,6.858,8.4
02-05 08:45,6.67,8.4
02-05 09:15,5.9,9.0
02-05 09:45,5.79,9.0
02-05 10:15,5.682,9.9
02-05 10:45,5.527,9.9
02-05 11:15,5.339,10.6
02-05 11:45,5.157,10.6
02-05 12:15,5.016,10.2
02-05 12:45,4.915,10.2
02-05 13:15,4.753,10.8
02-05 13:45,4.688,10.8
02-05 14:15,4.688,10.2
02-05 14:45,4.688,10.2
02-05 15:15,4.849,9.9
02-05 15:45,5.173,9.9
02-05 16:15,5.418,9.3
