DateTime,Ap Sys boilers energy (kBtu/h),Ap Sys boilers space cond'g load (kW),Solar azimuth (deg.),Ap Sys boilers DHW load (kW),Ap Sys boilers space cond'g energy (kBtu/h),Cloud cover (oktas),Ap Sys boilers DHW energy (kBtu/h),Atmospheric pressure (Pa),External relative humidity (%),External moisture content (kg/kg),System grid disp. elec. PV CE (kgCO2/h)
04-05 05:45,7.464,0.7240,72.3,1.2229,2.776,8.00,4.688,100480,92.7,0.00503,0.0
04-05 06:15,7.472,0.7262,84.7,1.2229,2.784,8.00,4.688,100500,95.6,0.00511,-0.0
04-05 06:45,7.484,0.7292,84.7,1.2229,2.796,8.00,4.688,100500,95.6,0.00511,-0.0
04-05 07:15,7.476,0.7272,97.1,1.2229,2.788,8.00,4.688,100510,97.0,0.00516,-0.0
04-05 07:45,7.434,0.7161,97.1,1.2229,2.745,8.00,4.688,100510,97.0,0.00516,-0.0
04-05 08:15,7.360,0.6968,110.1,1.2229,2.671,7.99,4.688,100520,97.0,0.00516,-0.0
04-05 08:45,7.220,0.6604,110.1,1.2229,2.532,7.99,4.688,100520,97.0,0.00516,-0.0
04-05 09:15,6.495,0.4712,124.2,1.2229,1.806,8.00,4.688,100540,95.6,0.00511,-0.0
04-05 09:45,6.434,0.4553,124.2,1.2229,1.746,8.00,4.688,100540,95.6,0.00511,-0.0
04-05 10:15,6.413,0.4499,140.0,1.2229,1.725,8.00,4.688,100550,97.0,0.00515,-0.0
04-05 10:45,6.397,0.4458,140.0,1.2229,1.709,8.00,4.688,100550,97.0,0.00515,-0.0
04-05 11:15,6.381,0.4415,157.7,1.2229,1.693,8.00,4.688,100560,98.5,0.00520,-0.0
04-05 11:45,6.349,0.4331,157.7,1.2229,1.661,8.00,4.688,100560,98.5,0.00520,-0.0
04-05 12:15,6.313,0.4238,177.0,1.2229,1.625,8.00,4.688,100540,98.5,0.00520,-0.0
04-05 12:45,6.329,0.4280,177.0,1.2229,1.641,8.00,4.688,100540,98.5,0.00520,-0.0
04-05 13:15,6.364,0.4371,196.5,1.2229,1.676,7.99,4.688,100570,98.5,0.00519,-0.0
04-05 13:45,6.317,0.4249,196.5,1.2229,1.629,7.99,4.688,100570,98.5,0.00519,-0.0
04-05 14:15,6.136,0.3776,214.8,1.2229,1.448,8.00,4.688,100590,98.5,0.00519,-0.0
04-05 14:45,5.723,0.2698,214.8,1.2229,1.034,8.00,4.688,100590,98.5,0.00519,-0.0
04-05 15:15,5.303,0.1604,231.2,1.2229,0.615,8.00,4.688,100610,97.0,0.00511,-0.0
04-05 15:45,5.167,0.1247,231.2,1.2229,0.478,8.00,4.688,100610,97.0,0.00511,-0.0
04-05 16:15,5.245,0.1451,245.8,1.2229,0.556,7.99,4.688,100620,98.5,0.00516,-0.0
04-05 16:45,5.556,0.2263,245.8,1.2229,0.868,7.99,4.688,100620,98.5,0.00516,-0.0
04-05 17:15,5.942,0.3271,259.0,1.2229,1.254,7.99,4.688,100620,98.5,0.00512,-0.0
04-05 17:45,6.287,0.4170,259.0,1.2229,1.599,7.99,4.688,100620,98.5,0.00512,-0.0
04-05 18:15,6.012,0.3452,271.5,1.2229,1.323,8.00,4.688,100660,98.5,0.00512,-0.0
04-05 18:45,6.172,0.3869,271.5,1.2229,1.483,8.00,4.688,100660,98.5,0.00512,-0.0
04-05 19:15,6.278,0.4146,283.8,1.2229,1.590,8.00,4.688,100710,98.5,0.00511,-0.0
04-05 19:45,6.341,0.4311,283.8,1.2229,1.653,8.00,4.688,100710,98.5,0.00511,-0.0
04-05 20:15,6.385,0.4424,296.5,1.2229,1.696,8.00,4.688,100740,98.5,0.00508,0.0
04-05 20:45,6.438,0.4563,296.5,1.2229,1.750,8.00,4.688,100740,98.5,0.00508,0.0
04-05 21:15,6.482,0.4680,310.0,1.2229,1.794,8.00,4.688,100780,98.5,0.00507,0.0
04-05 21:45,6.515,0.4764,310.0,1.2229,1.826,8.00,4.688,100780,98.5,0.00507,0.0
04-05 22:15,7.388,0.7042,324.7,1.2229,2.700,8.00,4.688,100780,100.0,0.00512,0.0
04-05 22:45,7.343,0.6924,324.7,1.2229,2.655,8.00,4.688,100780,100.0,0.00512,0.0
04-05 23:15,7.452,0.7208,340.6,1.2229,2.763,8.00,4.688,100800,98.5,0.00507,0.0
04-05 23:45,7.422,0.7130,340.6,1.2229,2.734,8.00,4.688,100800,98.5,0.00507,0.0
04-06 00:15,7.528,0.7406,357.4,1.2229,2.839,8.00,4.688,100810,100.0,0.00511,0.0
04-06 00:45,7.540,0.7439,357.4,1.2229,2.852,8.00,4.688,100810,100.0,0.00511,0.0
04-06 01:15,7.544,0.7448,14.3,1.2229,2.855,7.99,4.688,100820,98.5,0.00507,0.0
04-06 01:45,7.538,0.7432,14.3,1.2229,2.849,7.99,4.688,100820,98.5,0.00507,0.0
04-06 02:15,7.536,0.7428,30.5,1.2229,2.848,8.00,4.688,100830,100.0,0.00515,0.0
04-06 02:45,7.539,0.7436,30.5,1.2229,2.851,8.00,4.688,100830,100.0,0.00515,0.0
04-06 03:15,7.537,0.7430,45.5,1.2229,2.849,8.00,4.688,100830,98.5,0.00511,0.0
04-06 03:45,7.529,0.7409,45.5,1.2229,2.840,8.00,4.688,100830,98.5,0.00511,0.0
04-06 04:15,7.525,0.7399,59.3,1.2229,2.837,8.00,4.688,100840,98.5,0.00511,0.0
04-06 04:45,7.526,0.7402,59.3,1.2229,2.838,8.00,4.688,100840,98.5,0.00511,0.0
04-06 05:15,7.528,0.7406,72.2,1.2229,2.839,8.00,4.688,100840,98.5,0.00511,0.0
04-06 05:45,7.529,0.7409,72.2,1.2229,2.841,8.00,4.688,100840,98.5,0.00511,0.0
04-06 06:15,7.528,0.7408,84.6,1.2229,2.840,8.00,4.688,100850,100.0,0.00519,-0.0
04-06 06:45,7.525,0.7399,84.6,1.2229,2.837,8.00,4.688,100850,100.0,0.00519,-0.0
04-06 07:15,7.511,0.7363,97.0,1.2229,2.823,7.99,4.688,100870,100.0,0.00522,-0.0
04-06 07:45,7.483,0.7290,97.0,1.2229,2.795,7.99,4.688,100870,100.0,0.00522,-0.0
04-06 08:15,7.449,0.7200,109.9,1.2229,2.760,8.00,4.688,100910,100.0,0.00522,-0.0
04-06 08:45,7.370,0.6995,109.9,1.2229,2.682,8.00,4.688,100910,100.0,0.00522,-0.0
04-06 09:15,6.698,0.5242,124.0,1.2229,2.010,8.00,4.688,100960,100.0,0.00529,-0.0
04-06 09:45,6.669,0.5167,124.0,1.2229,1.981,8.00,4.688,100960,100.0,0.00529,-0.0
04-06 10:15,6.666,0.5159,139.9,1.2229,1.978,8.00,4.688,101000,100.0,0.00533,-0.0
04-06 10:45,6.656,0.5131,139.9,1.2229,1.967,8.00,4.688,101000,100.0,0.00533,-0.0
04-06 11:15,6.636,0.5081,157.7,1.2229,1.948,8.00,4.688,101010,100.0,0.00536,-0.0
04-06 11:45,6.614,0.5024,157.7,1.2229,1.926,8.00,4.688,101010,100.0,0.00536,-0.0
04-06 12:15,6.644,0.5101,177.1,1.2229,1.956,8.00,4.688,101080,100.0,0.00506,-0.0
04-06 12:45,6.736,0.5342,177.1,1.2229,2.048,8.00,4.688,101080,100.0,0.00506,-0.0
04-06 13:15,6.726,0.5316,196.6,1.2229,2.038,7.99,4.688,101020,100.0,0.00548,-0.0
04-06 13:45,6.588,0.4954,196.6,1.2229,1.899,7.99,4.688,101020,100.0,0.00548,-0.0
04-06 14:15,6.468,0.4643,215.0,1.2229,1.780,8.00,4.688,101040,100.0,0.00540,-0.0
04-06 14:45,6.340,0.4308,215.0,1.2229,1.652,8.00,4.688,101040,100.0,0.00540,-0.0
04-06 15:15,6.186,0.3907,231.5,1.2229,1.498,8.00,4.688,101060,100.0,0.00536,-0.0
04-06 15:45,6.062,0.3582,231.5,1.2229,1.373,8.00,4.688,101060,100.0,0.00536,-0.0
04-06 16:15,6.042,0.3530,246.0,1.2229,1.353,8.00,4.688,101050,100.0,0.00532,-0.0
04-06 16:45,6.237,0.4039,246.0,1.2229,1.549,8.00,4.688,101050,100.0,0.00532,-0.0
04-06 17:15,6.490,0.4699,259.3,1.2229,1.802,8.00,4.688,101050,100.0,0.00518,-0.0
04-06 17:45,6.663,0.5150,259.3,1.2229,1.975,8.00,4.688,101050,100.0,0.00518,-0.0
04-06 18:15,6.215,0.3982,271.8,1.2229,1.527,7.99,4.688,101070,100.0,0.00510,-0.0
04-06 18:45,6.265,0.4112,271.8,1.2229,1.577,7.99,4.688,101070,100.0,0.00510,-0.0
04-06 19:15,6.330,0.4283,284.1,1.2229,1.642,7.99,4.688,101070,100.0,0.00507,-0.0
04-06 19:45,6.435,0.4555,284.1,1.2229,1.746,7.99,4.688,101070,100.0,0.00507,-0.0
04-06 20:15,6.514,0.4763,296.8,1.2229,1.826,7.99,4.688,101120,100.0,0.00503,0.0
04-06 20:45,6.580,0.4933,296.8,1.2229,1.891,7.99,4.688,101120,100.0,0.00503,0.0
04-06 21:15,6.621,0.5041,310.3,1.2229,1.933,8.00,4.688,101080,98.5,0.00499,0.0
04-06 21:45,6.640,0.5091,310.3,1.2229,1.952,8.00,4.688,101080,98.5,0.00499,0.0
04-06 22:15,7.494,0.7317,324.9,1.2229,2.805,8.00,4.688,101100,100.0,0.00510,0.0
04-06 22:45,7.424,0.7136,324.9,1.2229,2.736,8.00,4.688,101100,100.0,0.00510,0.0
04-06 23:15,7.531,0.7416,340.8,1.2229,2.843,7.99,4.688,101070,100.0,0.00507,0.0
04-06 23:45,7.521,0.7388,340.8,1.2229,2.833,7.99,4.688,101070,100.0,0.00507,0.0
04-07 00:15,7.630,0.7672,357.5,1.2229,2.941,8.00,4.688,101080,100.0,0.00506,0.0
04-07 00:45,7.630,0.7673,357.5,1.2229,2.942,8.00,4.688,101080,100.0,0.00506,0.0
04-07 01:15,7.632,0.7677,14.4,1.2229,2.943,8.00,4.688,101050,100.0,0.00507,0.0
04-07 01:45,7.634,0.7684,14.4,1.2229,2.946,8.00,4.688,101050,100.0,0.00507,0.0
04-07 02:15,7.637,0.7690,30.5,1.2229,2.948,8.00,4.688,101030,100.0,0.00507,0.0
04-07 02:45,7.638,0.7695,30.5,1.2229,2.950,8.00,4.688,101030,100.0,0.00507,0.0
04-07 03:15,7.639,0.7697,45.4,1.2229,2.951,8.00,4.688,100980,100.0,0.00507,0.0
04-07 03:45,7.641,0.7700,45.4,1.2229,2.952,8.00,4.688,100980,100.0,0.00507,0.0
04-07 04:15,7.637,0.7690,59.2,1.2229,2.948,8.00,4.688,100940,100.0,0.00511,0.0
04-07 04:45,7.626,0.7663,59.2,1.2229,2.938,8.00,4.688,100940,100.0,0.00511,0.0
04-07 05:15,7.620,0.7646,72.1,1.2229,2.932,8.00,4.688,100910,100.0,0.00511,0.0
04-07 05:45,7.618,0.7641,72.1,1.2229,2.929,8.00,4.688,100910,100.0,0.00511,0.0
04-07 06:15,7.613,0.7628,84.4,1.2229,2.925,7.99,4.688,100870,100.0,0.00511,-0.0
04-07 06:45,7.603,0.7603,84.4,1.2229,2.915,7.99,4.688,100870,100.0,0.00511,-0.0
04-07 07:15,7.577,0.7534,96.8,1.2229,2.888,8.00,4.688,100900,100.0,0.00518,-0.0
04-07 07:45,7.529,0.7410,96.8,1.2229,2.841,8.00,4.688,100900,100.0,0.00518,-0.0
04-07 08:15,7.471,0.7259,109.8,1.2229,2.783,8.00,4.688,100860,100.0,0.00526,-0.0
04-07 08:45,7.369,0.6993,109.8,1.2229,2.681,8.00,4.688,100860,100.0,0.00526,-0.0
04-07 09:15,6.685,0.5208,123.9,1.2229,1.997,7.99,4.688,100820,100.0,0.00537,-0.0
04-07 09:45,6.662,0.5147,123.9,1.2229,1.973,7.99,4.688,100820,100.0,0.00537,-0.0
04-07 10:15,6.693,0.5230,139.8,1.2229,2.005,8.00,4.688,100840,100.0,0.00530,-0.0
04-07 10:45,6.746,0.5368,139.8,1.2229,2.058,8.00,4.688,100840,100.0,0.00530,-0.0
04-07 11:15,6.787,0.5475,157.7,1.2229,2.099,8.00,4.688,100790,100.0,0.00530,-0.0
04-07 11:45,6.822,0.5566,157.7,1.2229,2.134,8.00,4.688,100790,100.0,0.00530,-0.0
04-07 12:15,6.849,0.5635,177.2,1.2229,2.160,8.00,4.688,100730,100.0,0.00538,-0.0
04-07 12:45,6.868,0.5685,177.2,1.2229,2.180,8.00,4.688,100730,100.0,0.00538,-0.0
04-07 13:15,6.902,0.5773,196.8,1.2229,2.213,8.00,4.688,100680,100.0,0.00534,-0.0
04-07 13:45,6.946,0.5889,196.8,1.2229,2.258,8.00,4.688,100680,100.0,0.00534,-0.0
04-07 14:15,6.992,0.6010,215.3,1.2229,2.304,7.99,4.688,100620,100.0,0.00527,-0.0
04-07 14:45,7.041,0.6136,215.3,1.2229,2.352,7.99,4.688,100620,100.0,0.00527,-0.0
04-07 15:15,7.073,0.6221,231.7,1.2229,2.385,8.00,4.688,100540,100.0,0.00528,-0.0
04-07 15:45,7.087,0.6256,231.7,1.2229,2.399,8.00,4.688,100540,100.0,0.00528,-0.0
04-07 16:15,7.101,0.6293,246.3,1.2229,2.413,8.00,4.688,100480,100.0,0.00524,-0.0
04-07 16:45,7.119,0.6341,246.3,1.2229,2.431,8.00,4.688,100480,100.0,0.00524,-0.0
04-07 17:15,7.135,0.6382,259.6,1.2229,2.447,8.00,4.688,100410,100.0,0.00525,-0.0
04-07 17:45,7.151,0.6423,259.6,1.2229,2.463,8.00,4.688,100410,100.0,0.00525,-0.0
04-07 18:15,6.601,0.4990,272.1,1.2229,1.913,8.00,4.688,100340,100.0,0.00529,-0.0
04-07 18:45,6.585,0.4946,272.1,1.2229,1.896,8.00,4.688,100340,100.0,0.00529,-0.0
04-07 19:15,6.573,0.4917,284.4,1.2229,1.885,8.00,4.688,100310,100.0,0.00533,-0.0
04-07 19:45,6.573,0.4916,284.4,1.2229,1.885,8.00,4.688,100310,100.0,0.00533,-0.0
04-07 20:15,6.577,0.4927,297.0,1.2229,1.889,8.00,4.688,100260,100.0,0.00533,0.0
04-07 20:45,6.599,0.4984,297.0,1.2229,1.911,8.00,4.688,100260,100.0,0.00533,0.0
04-07 21:15,6.623,0.5046,310.5,1.2229,1.934,7.99,4.688,100220,100.0,0.00533,0.0
04-07 21:45,6.643,0.5098,310.5,1.2229,1.954,7.99,4.688,100220,100.0,0.00533,0.0
04-07 22:15,7.501,0.7337,325.1,1.2229,2.813,7.99,4.688,100170,100.0,0.00533,0.0
04-07 22:45,7.437,0.7171,325.1,1.2229,2.749,7.99,4.688,100170,100.0,0.00533,0.0
04-07 23:15,7.546,0.7453,340.9,1.2229,2.857,8.00,4.688,100130,100.0,0.00530,0.0
04-07 23:45,7.532,0.7416,340.9,1.2229,2.843,8.00,4.688,100130,100.0,0.00530,0.0
04-08 00:15,7.638,0.7694,357.6,1.2229,2.950,8.00,4.688,100060,100.0,0.00530,0.0
04-08 00:45,7.636,0.7689,357.6,1.2229,2.948,8.00,4.688,100060,100.0,0.00530,0.0
04-08 01:15,7.641,0.7701,14.4,1.2229,2.953,8.00,4.688,100030,100.0,0.00527,0.0
04-08 01:45,7.652,0.7729,14.4,1.2229,2.963,8.00,4.688,100030,100.0,0.00527,0.0
04-08 02:15,7.657,0.7744,30.4,1.2229,2.969,7.99,4.688,99970,100.0,0.00527,0.0
04-08 02:45,7.658,0.7745,30.4,1.2229,2.969,7.99,4.688,99970,100.0,0.00527,0.0
04-08 03:15,7.658,0.7745,45.3,1.2229,2.969,8.00,4.688,99940,100.0,0.00527,0.0
04-08 03:45,7.657,0.7744,45.3,1.2229,2.969,8.00,4.688,99940,100.0,0.00527,0.0
04-08 04:15,7.657,0.7743,59.1,1.2229,2.969,7.99,4.688,99870,100.0,0.00527,0.0
04-08 04:45,7.657,0.7744,59.1,1.2229,2.969,7.99,4.688,99870,100.0,0.00527,0.0
04-08 05:15,7.658,0.7746,71.9,1.2229,2.970,8.00,4.688,99810,100.0,0.00528,0.0
04-08 05:45,7.659,0.7748,71.9,1.2229,2.971,8.00,4.688,99810,100.0,0.00528,0.0
04-08 06:15,7.657,0.7743,84.3,1.2229,2.969,7.99,4.688,99770,100.0,0.00528,-0.0
04-08 06:45,7.647,0.7717,84.3,1.2229,2.959,7.99,4.688,99770,100.0,0.00528,-0.0
04-08 07:15,7.622,0.7651,96.6,1.2229,2.933,7.99,4.688,99720,100.0,0.00528,-0.0
04-08 07:45,7.567,0.7508,96.6,1.2229,2.879,7.99,4.688,99720,100.0,0.00528,-0.0
04-08 08:15,7.502,0.7339,109.6,1.2229,2.814,8.00,4.688,99700,100.0,0.00528,-0.0
04-08 08:45,7.412,0.7103,109.6,1.2229,2.723,8.00,4.688,99700,100.0,0.00528,-0.0
04-08 09:15,6.734,0.5335,123.8,1.2229,2.045,8.00,4.688,99650,100.0,0.00532,-0.0
04-08 09:45,6.688,0.5217,123.8,1.2229,2.000,8.00,4.688,99650,100.0,0.00532,-0.0
04-08 10:15,6.673,0.5178,139.7,1.2229,1.985,7.99,4.688,99620,100.0,0.00533,-0.0
04-08 10:45,6.674,0.5179,139.7,1.2229,1.986,7.99,4.688,99620,100.0,0.00533,-0.0
04-08 11:15,6.671,0.5170,157.7,1.2229,1.982,7.99,4.688,99620,100.0,0.00533,-0.0
04-08 11:45,6.648,0.5113,157.7,1.2229,1.960,7.99,4.688,99620,100.0,0.00533,-0.0
04-08 12:15,6.627,0.5056,177.2,1.2229,1.939,8.00,4.688,99600,100.0,0.00536,-0.0
04-08 12:45,6.653,0.5124,177.2,1.2229,1.964,8.00,4.688,99600,100.0,0.00536,-0.0
04-08 13:15,6.673,0.5178,197.0,1.2229,1.985,8.00,4.688,99590,98.5,0.00544,-0.0
04-08 13:45,6.633,0.5073,197.0,1.2229,1.945,8.00,4.688,99590,98.5,0.00544,-0.0
04-08 14:15,6.541,0.4831,215.5,1.2229,1.852,8.00,4.688,99600,97.1,0.00539,-0.0
04-08 14:45,6.351,0.4338,215.5,1.2229,1.663,8.00,4.688,99600,97.1,0.00539,-0.0
04-08 15:15,6.223,0.4003,232.0,1.2229,1.535,8.00,4.688,99600,97.1,0.00536,-0.0
04-08 15:45,6.358,0.4354,232.0,1.2229,1.669,8.00,4.688,99600,97.1,0.00536,-0.0
04-08 16:15,6.579,0.4932,246.6,1.2229,1.891,8.00,4.688,99600,95.6,0.00520,-0.0
04-08 16:45,6.743,0.5359,246.6,1.2229,2.054,8.00,4.688,99600,95.6,0.00520,-0.0
04-08 17:15,6.875,0.5704,259.9,1.2229,2.187,7.99,4.688,99620,94.0,0.00490,-0.0
04-08 17:45,6.972,0.5957,259.9,1.2229,2.284,7.99,4.688,99620,94.0,0.00490,-0.0
04-08 18:15,6.485,0.4685,272.3,1.2229,1.796,8.00,4.688,99640,95.5,0.00490,-0.0
04-08 18:45,6.550,0.4857,272.3,1.2229,1.862,8.00,4.688,99640,95.5,0.00490,-0.0
04-08 19:15,6.625,0.5052,284.7,1.2229,1.937,7.99,4.688,99670,95.4,0.00480,-0.0
04-08 19:45,6.690,0.5221,284.7,1.2229,2.002,7.99,4.688,99670,95.4,0.00480,-0.0
04-08 20:15,6.740,0.5350,297.3,1.2229,2.051,8.00,4.688,99700,95.4,0.00472,0.0
04-08 20:45,6.794,0.5493,297.3,1.2229,2.106,8.00,4.688,99700,95.4,0.00472,0.0
04-08 21:15,6.843,0.5619,310.8,1.2229,2.154,7.99,4.688,99720,95.3,0.00469,0.0
04-08 21:45,6.880,0.5717,310.8,1.2229,2.192,7.99,4.688,99720,95.3,0.00469,0.0
04-08 22:15,7.754,0.7997,325.3,1.2229,3.066,7.00,4.688,99730,95.3,0.00465,0.0
04-08 22:45,7.705,0.7867,325.3,1.2229,3.016,7.00,4.688,99730,95.3,0.00465,0.0
04-08 23:15,7.834,0.8206,341.1,1.2229,3.146,7.00,4.688,99740,96.8,0.00459,0.0
04-08 23:45,7.852,0.8252,341.1,1.2229,3.164,7.00,4.688,99740,96.8,0.00459,0.0
04-09 00:15,7.980,0.8587,357.7,1.2229,3.292,7.00,4.688,99760,95.2,0.00448,0.0
04-09 00:45,7.992,0.8617,357.7,1.2229,3.304,7.00,4.688,99760,95.2,0.00448,0.0
04-09 01:15,7.974,0.8571,14.4,1.2229,3.286,7.00,4.688,99760,90.7,0.00442,0.0
04-09 01:45,7.929,0.8452,14.4,1.2229,3.240,7.00,4.688,99760,90.7,0.00442,0.0
04-09 02:15,7.899,0.8375,30.4,1.2229,3.211,7.00,4.688,99780,90.8,0.00449,0.0
04-09 02:45,7.883,0.8332,30.4,1.2229,3.194,7.00,4.688,99780,90.8,0.00449,0.0
04-09 03:15,7.848,0.8242,45.2,1.2229,3.160,7.00,4.688,99780,89.5,0.00459,0.0
04-09 03:45,7.796,0.8107,45.2,1.2229,3.108,7.00,4.688,99780,89.5,0.00459,0.0
04-09 04:15,7.758,0.8007,58.9,1.2229,3.070,7.00,4.688,99780,91.0,0.00473,0.0
04-09 04:45,7.734,0.7945,58.9,1.2229,3.046,7.00,4.688,99780,91.0,0.00473,0.0
04-09 05:15,7.721,0.7911,71.8,1.2229,3.033,7.00,4.688,99780,91.0,0.00473,0.0
04-09 05:45,7.719,0.7904,71.8,1.2229,3.030,7.00,4.688,99780,91.0,0.00473,0.0
04-09 06:15,7.721,0.7911,84.1,1.2229,3.033,7.00,4.688,99800,92.4,0.00474,-0.0
04-09 06:45,7.724,0.7917,84.1,1.2229,3.035,7.00,4.688,99800,92.4,0.00474,-0.0
04-09 07:15,7.631,0.7674,96.5,1.2229,2.942,7.00,4.688,99840,90.0,0.00502,-0.0
04-09 07:45,7.422,0.7131,96.5,1.2229,2.734,7.00,4.688,99840,90.0,0.00502,-0.0
04-09 08:15,7.222,0.6609,109.5,1.2229,2.534,7.00,4.688,99890,87.4,0.00508,-0.0
04-09 08:45,7.020,0.6082,109.5,1.2229,2.332,7.00,4.688,99890,87.4,0.00508,-0.0
04-09 09:15,6.243,0.4055,123.7,1.2229,1.555,6.99,4.688,99920,86.3,0.00519,-0.0
04-09 09:45,6.118,0.3728,123.7,1.2229,1.429,6.99,4.688,99920,86.3,0.00519,-0.0
04-09 10:15,5.964,0.3327,139.6,1.2229,1.276,6.00,4.688,99940,80.8,0.00539,-0.0
04-09 10:45,5.756,0.2785,139.6,1.2229,1.068,6.00,4.688,99940,80.8,0.00539,-0.0
04-09 11:15,5.585,0.2338,157.7,1.2229,0.896,6.00,4.688,99960,78.9,0.00556,-0.0
04-09 11:45,5.433,0.1942,157.7,1.2229,0.744,6.00,4.688,99960,78.9,0.00556,-0.0
04-09 12:15,5.286,0.1560,177.3,1.2229,0.598,7.00,4.688,99980,81.3,0.00568,-0.0
04-09 12:45,5.217,0.1380,177.3,1.2229,0.529,7.00,4.688,99980,81.3,0.00568,-0.0
04-09 13:15,5.046,0.0934,197.2,1.2229,0.358,6.00,4.688,99960,73.9,0.00603,-0.0
04-09 13:45,4.722,0.0088,197.2,1.2229,0.034,6.00,4.688,99960,73.9,0.00603,-0.0
04-09 14:15,4.688,0.0000,215.7,1.2229,0.000,4.00,4.688,99940,69.3,0.00597,-0.0
04-09 14:45,4.688,0.0000,215.7,1.2229,0.000,4.00,4.688,99940,69.3,0.00597,-0.0
04-09 15:15,4.688,0.0000,232.3,1.2229,0.000,7.00,4.688,99960,88.1,0.00568,-0.0
04-09 15:45,4.817,0.0335,232.3,1.2229,0.128,7.00,4.688,99960,88.1,0.00568,-0.0
04-09 16:15,5.308,0.1617,246.9,1.2229,0.620,6.00,4.688,99930,83.4,0.00560,-0.0
04-09 16:45,5.316,0.1637,246.9,1.2229,0.627,6.00,4.688,99930,83.4,0.00560,-0.0
04-09 17:15,5.333,0.1682,260.1,1.2229,0.645,7.00,4.688,99960,85.9,0.00577,-0.0
04-09 17:45,5.519,0.2167,260.1,1.2229,0.831,7.00,4.688,99960,85.9,0.00577,-0.0
04-09 18:15,5.189,0.1307,272.6,1.2229,0.501,7.00,4.688,99990,88.2,0.00577,-0.0
04-09 18:45,5.352,0.1730,272.6,1.2229,0.663,7.00,4.688,99990,88.2,0.00577,-0.0
04-09 19:15,5.488,0.2085,284.9,1.2229,0.800,7.00,4.688,100030,93.3,0.00585,-0.0
04-09 19:45,5.603,0.2385,284.9,1.2229,0.914,7.00,4.688,100030,93.3,0.00585,-0.0
04-09 20:15,5.720,0.2691,297.6,1.2229,1.032,7.00,4.688,100060,95.8,0.00560,0.0
04-09 20:45,5.866,0.3073,297.6,1.2229,1.178,7.00,4.688,100060,95.8,0.00560,0.0
04-09 21:15,5.959,0.3314,311.0,1.2229,1.271,7.00,4.688,100060,95.8,0.00560,0.0
04-09 21:45,5.994,0.3405,311.0,1.2229,1.306,7.00,4.688,100060,95.8,0.00560,0.0
04-09 22:15,6.859,0.5662,325.6,1.2229,2.171,7.99,4.688,100120,93.0,0.00547,0.0
04-09 22:45,6.795,0.5495,325.6,1.2229,2.107,7.99,4.688,100120,93.0,0.00547,0.0
04-09 23:15,6.934,0.5858,341.3,1.2229,2.246,8.00,4.688,100200,85.8,0.00483,0.0
04-09 23:45,6.986,0.5994,341.3,1.2229,2.298,8.00,4.688,100200,85.8,0.00483,0.0
04-10 00:15,7.145,0.6408,357.8,1.2229,2.457,8.00,4.688,100240,85.7,0.00476,0.0
04-10 00:45,7.176,0.6489,357.8,1.2229,2.488,8.00,4.688,100240,85.7,0.00476,0.0
04-10 01:15,7.209,0.6575,14.4,1.2229,2.521,7.00,4.688,100300,88.4,0.00480,0.0
04-10 01:45,7.246,0.6670,14.4,1.2229,2.557,7.00,4.688,100300,88.4,0.00480,0.0
04-10 02:15,7.303,0.6821,30.3,1.2229,2.615,7.00,4.688,100360,88.0,0.00455,0.0
04-10 02:45,7.388,0.7041,30.3,1.2229,2.700,7.00,4.688,100360,88.0,0.00455,0.0
04-10 03:15,7.451,0.7205,45.1,1.2229,2.762,7.00,4.688,100410,86.4,0.00440,0.0
04-10 03:45,7.488,0.7301,45.1,1.2229,2.799,7.00,4.688,100410,86.4,0.00440,0.0
04-10 04:15,7.577,0.7535,58.8,1.2229,2.889,3.00,4.688,100460,87.3,0.00408,0.0
04-10 04:45,7.723,0.7916,58.8,1.2229,3.035,3.00,4.688,100460,87.3,0.00408,0.0
04-10 05:15,7.843,0.8228,71.6,1.2229,3.155,2.00,4.688,100450,88.6,0.00397,0.0
04-10 05:45,7.931,0.8458,71.6,1.2229,3.242,2.00,4.688,100450,88.6,0.00397,0.0
04-10 06:15,7.988,0.8607,84.0,1.2229,3.300,1.00,4.688,100540,88.5,0.00390,-0.0
04-10 06:45,8.002,0.8643,84.0,1.2229,3.314,1.00,4.688,100540,88.5,0.00390,-0.0
04-10 07:15,7.924,0.8441,96.3,1.2229,3.236,1.00,4.688,100590,84.2,0.00396,-0.0
04-10 07:45,7.761,0.8015,96.3,1.2229,3.073,1.00,4.688,100590,84.2,0.00396,-0.0
04-10 08:15,7.541,0.7442,109.3,1.2229,2.853,1.00,4.688,100640,82.3,0.00433,-0.0
04-10 08:45,7.225,0.6617,109.3,1.2229,2.537,1.00,4.688,100640,82.3,0.00433,-0.0
04-10 09:15,6.325,0.4270,123.5,1.2229,1.637,1.00,4.688,100660,76.7,0.00451,-0.0
04-10 09:45,6.093,0.3665,123.5,1.2229,1.405,1.00,4.688,100660,76.7,0.00451,-0.0
04-10 10:15,5.895,0.3147,139.6,1.2229,1.207,1.99,4.688,100670,70.7,0.00464,-0.0
04-10 10:45,5.696,0.2629,139.6,1.2229,1.008,1.99,4.688,100670,70.7,0.00464,-0.0
04-10 11:15,5.577,0.2317,157.7,1.2229,0.888,3.00,4.688,100660,67.2,0.00448,-0.0
