DateTime,Dry-bulb temperature (°C),Total system energy (kBtu/h),System natural gas (kBtu/h),System electricity (kBtu/h),Total lights energy (kBtu/h),Lights electricity (kBtu/h),Total equip energy (kBtu/h),Equip electricity (kBtu/h),Total CE ex equip (kgCO2/h),Total system CE (kgCO2/h),System nat. gas CE (kgCO2/h)
01-06 08:15,2.80,8.507,8.371,0.135,0.000,0.000,4.932,4.932,0.5,0.5,0.5
01-06 08:45,2.80,8.449,8.313,0.135,0.000,0.000,4.932,4.932,0.5,0.5,0.5
01-06 09:15,3.50,7.755,7.620,0.135,0.000,0.000,4.132,4.132,0.5,0.5,0.5
01-06 09:45,3.50,7.654,7.519,0.135,0.000,0.000,4.132,4.132,0.5,0.5,0.5
01-06 10:15,3.70,7.583,7.448,0.135,0.000,0.000,4.132,4.132,0.5,0.5,0.5
01-06 10:45,3.70,7.541,7.406,0.135,0.000,0.000,4.132,4.132,0.5,0.5,0.5
01-06 11:15,4.00,7.518,7.383,0.135,0.000,0.000,4.132,4.132,0.5,0.5,0.5
01-06 11:45,4.00,7.484,7.349,0.135,0.000,0.000,4.132,4.132,0.5,0.5,0.5
01-06 12:15,3.90,7.481,7.345,0.135,0.000,0.000,4.132,4.132,0.5,0.5,0.5
01-06 12:45,3.90,7.528,7.393,0.135,0.000,0.000,4.132,4.132,0.5,0.5,0.5
01-06 13:15,3.40,7.611,7.475,0.135,0.000,0.000,4.132,4.132,0.5,0.5,0.5
01-06 13:45,3.40,7.716,7.581,0.135,0.000,0.000,4.132,4.132,0.5,0.5,0.5
01-06 14:15,3.00,7.817,7.682,0.135,0.000,0.000,4.132,4.132,0.5,0.5,0.5
01-06 14:45,3.00,7.909,7.774,0.135,0.000,0.000,4.132,4.132,0.5,0.5,0.5
01-06 15:15,2.40,8.016,7.881,0.135,0.000,0.000,4.132,4.132,0.5,0.5,0.5
01-06 15:45,2.40,8.137,8.002,0.135,0.000,0.000,4.132,4.132,0.5,0.5,0.5
01-06 16:15,3.00,8.188,8.052,0.135,0.000,0.000,4.132,4.132,0.5,0.5,0.5
01-06 16:45,3.00,8.164,8.029,0.135,0.000,0.000,4.132,4.132,0.5,0.5,0.5
01-06 17:15,3.60,8.131,7.996,0.135,0.000,0.000,4.132,4.132,0.5,0.5,0.5
01-06 17:45,3.60,8.092,7.957,0.135,0.000,0.000,4.132,4.132,0.5,0.5,0.5
01-06 18:15,3.00,7.552,7.417,0.135,0.105,0.105,5.678,5.678,0.5,0.5,0.5
01-06 18:45,3.00,7.613,7.477,0.135,0.105,0.105,5.678,5.678,0.5,0.5,0.5
01-06 19:15,3.10,7.638,7.503,0.135,0.105,0.105,5.678,5.678,0.5,0.5,0.5
01-06 19:45,3.10,7.631,7.496,0.135,0.105,0.105,5.678,5.678,0.5,0.5,0.5
01-06 20:15,3.10,7.633,7.497,0.135,0.105,0.105,4.829,4.829,0.5,0.5,0.5
01-06 20:45,3.10,7.655,7.520,0.135,0.105,0.105,4.829,4.829,0.5,0.5,0.5
01-06 21:15,2.50,7.711,7.576,0.135,0.105,0.105,4.829,4.829,0.5,0.5,0.5
01-06 21:45,2.50,7.798,7.663,0.135,0.105,0.105,4.829,4.829,0.5,0.5,0.5
01-06 22:15,2.00,8.721,8.586,0.135,0.105,0.105,5.409,5.409,0.5,0.5,0.5
01-06 22:45,2.00,8.719,8.583,0.135,0.105,0.105,5.409,5.409,0.5,0.5,0.5
01-06 23:15,4.00,8.738,8.603,0.135,0.000,0.000,2.999,2.999,0.5,0.5,0.5
01-06 23:45,4.00,8.483,8.348,0.135,0.000,0.000,2.999,2.999,0.5,0.5,0.5
01-07 00:15,3.90,8.456,8.321,0.135,0.000,0.000,2.912,2.912,0.5,0.5,0.5
01-07 00:45,3.90,8.441,8.306,0.135,0.000,0.000,2.912,2.912,0.5,0.5,0.5
01-07 01:15,3.70,8.444,8.309,0.135,0.000,0.000,2.912,2.912,0.5,0.5,0.5
01-07 01:45,3.70,8.458,8.323,0.135,0.000,0.000,2.912,2.912,0.5,0.5,0.5
01-07 02:15,3.30,8.486,8.351,0.135,0.000,0.000,2.912,2.912,0.5,0.5,0.5
01-07 02:45,3.30,8.526,8.391,0.135,0.000,0.000,2.912,2.912,0.5,0.5,0.5
01-07 03:15,3.00,8.562,8.426,0.135,0.000,0.000,2.912,2.912,0.5,0.5,0.5
01-07 03:45,3.00,8.593,8.458,0.135,0.000,0.000,2.912,2.912,0.5,0.5,0.5
01-07 04:15,2.30,8.646,8.511,0.135,0.000,0.000,2.912,2.912,0.5,0.5,0.5
01-07 04:45,2.30,8.723,8.588,0.135,0.000,0.000,2.912,2.912,0.5,0.5,0.5
01-07 05:15,2.10,8.777,8.641,0.135,0.000,0.000,2.912,2.912,0.5,0.5,0.5
01-07 05:45,2.10,8.806,8.671,0.135,0.000,0.000,2.912,2.912,0.5,0.5,0.5
01-07 06:15,2.00,8.828,8.693,0.135,0.000,0.000,2.912,2.912,0.5,0.5,0.5
01-07 06:45,2.00,8.842,8.706,0.135,0.000,0.000,2.912,2.912,0.5,0.5,0.5
01-07 07:15,2.20,8.837,8.701,0.135,0.000,0.000,2.912,2.912,0.5,0.5,0.5
01-07 07:45,2.20,8.817,8.681,0.135,0.000,0.000,2.912,2.912,0.5,0.5,0.5
01-07 08:15,1.40,8.841,8.705,0.135,0.000,0.000,4.932,4.932,0.5,0.5,0.5
01-07 08:45,1.40,8.864,8.729,0.135,0.000,0.000,4.932,4.932,0.5,0.5,0.5
01-07 09:15,1.70,8.234,8.098,0.135,0.000,0.000,4.132,4.132,0.5,0.5,0.5
01-07 09:45,1.70,8.179,8.044,0.135,0.000,0.000,4.132,4.132,0.5,0.5,0.5
01-07 10:15,2.90,8.091,7.956,0.135,0.000,0.000,4.132,4.132,0.5,0.5,0.5
01-07 10:45,2.90,7.960,7.825,0.135,0.000,0.000,4.132,4.132,0.5,0.5,0.5
01-07 11:15,2.80,7.864,7.729,0.135,0.000,0.000,4.132,4.132,0.5,0.5,0.5
01-07 11:45,2.80,7.690,7.555,0.135,0.000,0.000,4.132,4.132,0.5,0.5,0.5
01-07 12:15,3.20,7.384,7.248,0.135,0.000,0.000,4.132,4.132,0.4,0.5,0.4
01-07 12:45,3.20,7.037,6.901,0.135,0.000,0.000,4.132,4.132,0.4,0.4,0.4
01-07 13:15,3.70,6.721,6.586,0.135,0.000,0.000,4.132,4.132,0.4,0.4,0.4
01-07 13:45,3.70,6.526,6.391,0.135,0.000,0.000,4.132,4.132,0.4,0.4,0.4
01-07 14:15,2.80,6.568,6.433,0.135,0.000,0.000,4.132,4.132,0.4,0.4,0.4
01-07 14:45,2.80,6.825,6.690,0.135,0.000,0.000,4.132,4.132,0.4,0.4,0.4
01-07 15:15,1.60,7.220,7.085,0.135,0.000,0.000,4.132,4.132,0.4,0.4,0.4
01-07 15:45,1.60,7.765,7.629,0.135,0.000,0.000,4.132,4.132,0.5,0.5,0.5
01-07 16:15,1.10,8.133,7.997,0.135,0.000,0.000,4.132,4.132,0.5,0.5,0.5
01-07 16:45,1.10,8.344,8.209,0.135,0.000,0.000,4.132,4.132,0.5,0.5,0.5
01-07 17:15,1.20,8.466,8.330,0.135,0.000,0.000,4.132,4.132,0.5,0.5,0.5
01-07 17:45,1.20,8.529,8.394,0.135,0.000,0.000,4.132,4.132,0.5,0.5,0.5
01-07 18:15,1.10,8.028,7.893,0.135,0.105,0.105,5.678,5.678,0.5,0.5,0.5
01-07 18:45,1.10,8.066,7.931,0.135,0.105,0.105,5.678,5.678,0.5,0.5,0.5
01-07 19:15,0.80,8.109,7.973,0.135,0.105,0.105,5.678,5.678,0.5,0.5,0.5
01-07 19:45,0.80,8.163,8.027,0.135,0.105,0.105,5.678,5.678,0.5,0.5,0.5
01-07 20:15,0.40,8.227,8.092,0.135,0.105,0.105,4.829,4.829,0.5,0.5,0.5
01-07 20:45,0.40,8.318,8.183,0.135,0.105,0.105,4.829,4.829,0.5,0.5,0.5
01-07 21:15,0.20,8.402,8.267,0.135,0.105,0.105,4.829,4.829,0.5,0.5,0.5
01-07 21:45,0.20,8.472,8.337,0.135,0.105,0.105,4.829,4.829,0.5,0.5,0.5
01-07 22:15,-0.70,9.416,9.281,0.135,0.105,0.105,5.409,5.409,0.6,0.6,0.6
01-07 22:45,-0.70,9.477,9.342,0.135,0.105,0.105,5.409,5.409,0.6,0.6,0.6
01-07 23:15,-0.20,9.622,9.486,0.135,0.000,0.000,2.999,2.999,0.6,0.6,0.6
01-07 23:45,-0.20,9.555,9.419,0.135,0.000,0.000,2.999,2.999,0.6,0.6,0.6
01-08 00:15,-0.20,9.635,9.499,0.135,0.000,0.000,2.912,2.912,0.6,0.6,0.6
01-08 00:45,-0.20,9.638,9.502,0.135,0.000,0.000,2.912,2.912,0.6,0.6,0.6
01-08 01:15,-0.40,9.655,9.520,0.135,0.000,0.000,2.912,2.912,0.6,0.6,0.6
01-08 01:45,-0.40,9.686,9.551,0.135,0.000,0.000,2.912,2.912,0.6,0.6,0.6
01-08 02:15,-0.70,9.727,9.591,0.135,0.000,0.000,2.912,2.912,0.6,0.6,0.6
01-08 02:45,-0.70,9.775,9.640,0.135,0.000,0.000,2.912,2.912,0.6,0.6,0.6
01-08 03:15,-1.00,9.826,9.690,0.135,0.000,0.000,2.912,2.912,0.6,0.6,0.6
01-08 03:45,-1.00,9.877,9.742,0.135,0.000,0.000,2.912,2.912,0.6,0.6,0.6
01-08 04:15,-1.00,9.913,9.777,0.135,0.000,0.000,2.912,2.912,0.6,0.6,0.6
01-08 04:45,-1.00,9.931,9.796,0.135,0.000,0.000,2.912,2.912,0.6,0.6,0.6
01-08 05:15,-1.20,9.959,9.824,0.135,0.000,0.000,2.912,2.912,0.6,0.6,0.6
01-08 05:45,-1.20,9.998,9.862,0.135,0.000,0.000,2.912,2.912,0.6,0.6,0.6
01-08 06:15,-1.20,10.025,9.890,0.135,0.000,0.000,2.912,2.912,0.6,0.6,0.6
01-08 06:45,-1.20,10.043,9.908,0.135,0.000,0.000,2.912,2.912,0.6,0.6,0.6
01-08 07:15,-2.10,10.109,9.974,0.135,0.000,0.000,2.912,2.912,0.6,0.6,0.6
01-08 07:45,-2.10,10.223,10.088,0.135,0.000,0.000,2.912,2.912,0.6,0.6,0.6
01-08 08:15,-2.00,10.275,10.139,0.135,0.000,0.000,4.932,4.932,0.6,0.6,0.6
01-08 08:45,-2.00,10.217,10.081,0.135,0.000,0.000,4.932,4.932,0.6,0.6,0.6
01-08 09:15,-0.20,9.459,9.324,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.6
01-08 09:45,-0.20,9.228,9.093,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.6
01-08 10:15,0.60,9.055,8.920,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.5
01-08 10:45,0.60,8.898,8.763,0.135,0.000,0.000,4.132,4.132,0.5,0.5,0.5
01-08 11:15,1.90,8.653,8.518,0.135,0.000,0.000,4.132,4.132,0.5,0.5,0.5
01-08 11:45,1.90,8.396,8.261,0.135,0.000,0.000,4.132,4.132,0.5,0.5,0.5
01-08 12:15,2.40,8.192,8.057,0.135,0.000,0.000,4.132,4.132,0.5,0.5,0.5
01-08 12:45,2.40,8.022,7.887,0.135,0.000,0.000,4.132,4.132,0.5,0.5,0.5
01-08 13:15,2.40,7.872,7.736,0.135,0.000,0.000,4.132,4.132,0.5,0.5,0.5
01-08 13:45,2.40,7.736,7.600,0.135,0.000,0.000,4.132,4.132,0.5,0.5,0.5
01-08 14:15,1.30,7.787,7.651,0.135,0.000,0.000,4.132,4.132,0.5,0.5,0.5
01-08 14:45,1.30,8.105,7.970,0.135,0.000,0.000,4.132,4.132,0.5,0.5,0.5
01-08 15:15,-0.60,8.517,8.382,0.135,0.000,0.000,4.132,4.132,0.5,0.5,0.5
01-08 15:45,-0.60,8.976,8.841,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.5
01-08 16:15,-0.90,9.279,9.144,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.6
01-08 16:45,-0.90,9.433,9.298,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.6
01-08 17:15,-1.20,9.552,9.417,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.6
01-08 17:45,-1.20,9.654,9.519,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.6
01-08 18:15,-1.90,9.206,9.071,0.135,0.105,0.105,5.678,5.678,0.6,0.6,0.6
01-08 18:45,-1.90,9.313,9.177,0.135,0.105,0.105,5.678,5.678,0.6,0.6,0.6
01-08 19:15,-2.30,9.400,9.265,0.135,0.105,0.105,5.678,5.678,0.6,0.6,0.6
01-08 19:45,-2.30,9.474,9.339,0.135,0.105,0.105,5.678,5.678,0.6,0.6,0.6
01-08 20:15,-2.00,9.514,9.378,0.135,0.105,0.105,4.829,4.829,0.6,0.6,0.6
01-08 20:45,-2.00,9.534,9.399,0.135,0.105,0.105,4.829,4.829,0.6,0.6,0.6
01-08 21:15,-1.70,9.554,9.419,0.135,0.105,0.105,4.829,4.829,0.6,0.6,0.6
01-08 21:45,-1.70,9.567,9.432,0.135,0.105,0.105,4.829,4.829,0.6,0.6,0.6
01-08 22:15,-2.00,10.447,10.312,0.135,0.105,0.105,5.409,5.409,0.6,0.6,0.6
01-08 22:45,-2.00,10.435,10.300,0.135,0.105,0.105,5.409,5.409,0.6,0.6,0.6
01-08 23:15,-1.90,10.559,10.423,0.135,0.000,0.000,2.999,2.999,0.6,0.6,0.6
01-08 23:45,-1.90,10.523,10.388,0.135,0.000,0.000,2.999,2.999,0.6,0.6,0.6
01-09 00:15,-2.40,10.644,10.509,0.135,0.000,0.000,2.912,2.912,0.7,0.7,0.6
01-09 00:45,-2.40,10.699,10.564,0.135,0.000,0.000,2.912,2.912,0.7,0.7,0.7
01-09 01:15,-1.60,10.692,10.556,0.135,0.000,0.000,2.912,2.912,0.7,0.7,0.7
01-09 01:45,-1.60,10.617,10.482,0.135,0.000,0.000,2.912,2.912,0.7,0.7,0.6
01-09 02:15,-3.00,10.657,10.522,0.135,0.000,0.000,2.912,2.912,0.7,0.7,0.6
01-09 02:45,-3.00,10.811,10.675,0.135,0.000,0.000,2.912,2.912,0.7,0.7,0.7
01-09 03:15,-3.90,10.941,10.805,0.135,0.000,0.000,2.912,2.912,0.7,0.7,0.7
01-09 03:45,-3.90,11.049,10.913,0.135,0.000,0.000,2.912,2.912,0.7,0.7,0.7
01-09 04:15,-3.90,11.111,10.976,0.135,0.000,0.000,2.912,2.912,0.7,0.7,0.7
01-09 04:45,-3.90,11.170,11.035,0.135,0.000,0.000,2.912,2.912,0.7,0.7,0.7
01-09 05:15,-4.30,11.251,11.115,0.135,0.000,0.000,2.912,2.912,0.7,0.7,0.7
01-09 05:45,-4.30,11.347,11.212,0.135,0.000,0.000,2.912,2.912,0.7,0.7,0.7
01-09 06:15,-3.90,11.379,11.243,0.135,0.000,0.000,2.912,2.912,0.7,0.7,0.7
01-09 06:45,-3.90,11.353,11.217,0.135,0.000,0.000,2.912,2.912,0.7,0.7,0.7
01-09 07:15,-3.40,11.317,11.181,0.135,0.000,0.000,2.912,2.912,0.7,0.7,0.7
01-09 07:45,-3.40,11.269,11.134,0.135,0.000,0.000,2.912,2.912,0.7,0.7,0.7
01-09 08:15,-3.40,11.135,10.999,0.135,0.000,0.000,4.932,4.932,0.7,0.7,0.7
01-09 08:45,-3.40,11.086,10.951,0.135,0.000,0.000,4.932,4.932,0.7,0.7,0.7
01-09 09:15,-3.00,10.420,10.284,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.6
01-09 09:45,-3.00,10.367,10.231,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.6
01-09 10:15,-1.60,10.280,10.145,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.6
01-09 10:45,-1.60,10.134,9.999,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.6
01-09 11:15,-1.30,10.026,9.890,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.6
01-09 11:45,-1.30,9.944,9.809,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.6
01-09 12:15,-1.50,9.891,9.756,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.6
01-09 12:45,-1.50,9.902,9.766,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.6
01-09 13:15,-0.40,9.858,9.722,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.6
01-09 13:45,-0.40,9.750,9.615,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.6
01-09 14:15,-0.40,9.735,9.600,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.6
01-09 14:45,-0.40,9.833,9.697,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.6
01-09 15:15,-0.80,9.958,9.823,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.6
01-09 15:45,-0.80,10.088,9.953,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.6
01-09 16:15,-1.60,10.222,10.086,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.6
01-09 16:45,-1.60,10.355,10.220,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.6
01-09 17:15,-1.30,10.419,10.284,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.6
01-09 17:45,-1.30,10.421,10.286,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.6
01-09 18:15,-0.30,9.818,9.683,0.135,0.105,0.105,5.678,5.678,0.6,0.6,0.6
01-09 18:45,-0.30,9.709,9.574,0.135,0.105,0.105,5.678,5.678,0.6,0.6,0.6
01-09 19:15,0.80,9.588,9.452,0.135,0.105,0.105,5.678,5.678,0.6,0.6,0.6
01-09 19:45,0.80,9.460,9.325,0.135,0.105,0.105,5.678,5.678,0.6,0.6,0.6
01-09 20:15,0.70,9.399,9.264,0.135,0.105,0.105,4.829,4.829,0.6,0.6,0.6
01-09 20:45,0.70,9.421,9.285,0.135,0.105,0.105,4.829,4.829,0.6,0.6,0.6
01-09 21:15,-0.20,9.491,9.356,0.135,0.105,0.105,4.829,4.829,0.6,0.6,0.6
01-09 21:45,-0.20,9.602,9.467,0.135,0.105,0.105,4.829,4.829,0.6,0.6,0.6
01-09 22:15,-0.20,10.504,10.369,0.135,0.105,0.105,5.409,5.409,0.7,0.6,0.6
01-09 22:45,-0.20,10.437,10.301,0.135,0.105,0.105,5.409,5.409,0.6,0.6,0.6
01-09 23:15,0.30,10.499,10.363,0.135,0.000,0.000,2.999,2.999,0.6,0.6,0.6
01-09 23:45,0.30,10.396,10.261,0.135,0.000,0.000,2.999,2.999,0.6,0.6,0.6
01-10 00:15,0.60,10.429,10.293,0.135,0.000,0.000,2.912,2.912,0.6,0.6,0.6
01-10 00:45,0.60,10.371,10.236,0.135,0.000,0.000,2.912,2.912,0.6,0.6,0.6
01-10 01:15,0.60,10.334,10.198,0.135,0.000,0.000,2.912,2.912,0.6,0.6,0.6
01-10 01:45,0.60,10.313,10.178,0.135,0.000,0.000,2.912,2.912,0.6,0.6,0.6
01-10 02:15,1.60,10.243,10.107,0.135,0.000,0.000,2.912,2.912,0.6,0.6,0.6
01-10 02:45,1.60,10.128,9.993,0.135,0.000,0.000,2.912,2.912,0.6,0.6,0.6
01-10 03:15,1.90,10.052,9.916,0.135,0.000,0.000,2.912,2.912,0.6,0.6,0.6
01-10 03:45,1.90,10.013,9.877,0.135,0.000,0.000,2.912,2.912,0.6,0.6,0.6
01-10 04:15,1.50,10.010,9.875,0.135,0.000,0.000,2.912,2.912,0.6,0.6,0.6
01-10 04:45,1.50,10.043,9.908,0.135,0.000,0.000,2.912,2.912,0.6,0.6,0.6
01-10 05:15,1.40,10.060,9.925,0.135,0.000,0.000,2.912,2.912,0.6,0.6,0.6
01-10 05:45,1.40,10.061,9.926,0.135,0.000,0.000,2.912,2.912,0.6,0.6,0.6
01-10 06:15,0.40,10.110,9.975,0.135,0.000,0.000,2.912,2.912,0.6,0.6,0.6
01-10 06:45,0.40,10.209,10.074,0.135,0.000,0.000,2.912,2.912,0.6,0.6,0.6
01-10 07:15,0.50,10.254,10.118,0.135,0.000,0.000,2.912,2.912,0.6,0.6,0.6
01-10 07:45,0.50,10.243,10.107,0.135,0.000,0.000,2.912,2.912,0.6,0.6,0.6
01-10 08:15,0.80,10.211,10.076,0.135,0.000,0.000,4.932,4.932,0.6,0.6,0.6
01-10 08:45,0.80,10.117,9.982,0.135,0.000,0.000,4.932,4.932,0.6,0.6,0.6
01-10 09:15,0.60,9.454,9.318,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.6
01-10 09:45,0.60,9.450,9.314,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.6
01-10 10:15,0.10,9.475,9.340,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.6
01-10 10:45,0.10,9.491,9.356,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.6
01-10 11:15,0.10,9.486,9.351,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.6
01-10 11:45,0.10,9.510,9.375,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.6
01-10 12:15,-0.10,9.564,9.429,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.6
01-10 12:45,-0.10,9.619,9.484,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.6
01-10 13:15,-0.50,9.671,9.535,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.6
01-10 13:45,-0.50,9.702,9.566,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.6
01-10 14:15,-1.10,9.752,9.617,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.6
01-10 14:45,-1.10,9.861,9.726,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.6
01-10 15:15,-0.90,9.960,9.825,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.6
01-10 15:45,-0.90,10.039,9.904,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.6
01-10 16:15,-1.10,10.115,9.980,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.6
01-10 16:45,-1.10,10.187,10.052,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.6
01-10 17:15,-1.00,10.235,10.099,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.6
01-10 17:45,-1.00,10.261,10.125,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.6
01-10 18:15,-1.10,9.731,9.596,0.135,0.105,0.105,5.678,5.678,0.6,0.6,0.6
01-10 18:45,-1.10,9.746,9.610,0.135,0.105,0.105,5.678,5.678,0.6,0.6,0.6
01-10 19:15,-1.60,9.779,9.644,0.135,0.105,0.105,5.678,5.678,0.6,0.6,0.6
01-10 19:45,-1.60,9.836,9.701,0.135,0.105,0.105,5.678,5.678,0.6,0.6,0.6
01-10 20:15,-1.70,9.880,9.744,0.135,0.105,0.105,4.829,4.829,0.6,0.6,0.6
01-10 20:45,-1.70,9.923,9.788,0.135,0.105,0.105,4.829,4.829,0.6,0.6,0.6
01-10 21:15,-2.20,9.991,9.856,0.135,0.105,0.105,4.829,4.829,0.6,0.6,0.6
01-10 21:45,-2.20,10.078,9.942,0.135,0.105,0.105,4.829,4.829,0.6,0.6,0.6
01-10 22:15,-2.30,10.982,10.846,0.135,0.105,0.105,5.409,5.409,0.7,0.7,0.7
01-10 22:45,-2.30,10.945,10.809,0.135,0.105,0.105,5.409,5.409,0.7,0.7,0.7
01-10 23:15,-2.00,11.043,10.908,0.135,0.000,0.000,2.999,2.999,0.7,0.7,0.7
01-10 23:45,-2.00,10.979,10.843,0.135,0.000,0.000,2.999,2.999,0.7,0.7,0.7
01-11 00:15,-2.10,11.056,10.921,0.135,0.000,0.000,2.912,2.912,0.7,0.7,0.7
01-11 00:45,-2.10,11.062,10.927,0.135,0.000,0.000,2.912,2.912,0.7,0.7,0.7
01-11 01:15,-2.60,11.140,11.005,0.135,0.000,0.000,2.912,2.912,0.7,0.7,0.7
01-11 01:45,-2.60,11.238,11.103,0.135,0.000,0.000,2.912,2.912,0.7,0.7,0.7
01-11 02:15,-2.60,11.295,11.160,0.135,0.000,0.000,2.912,2.912,0.7,0.7,0.7
01-11 02:45,-2.60,11.312,11.176,0.135,0.000,0.000,2.912,2.912,0.7,0.7,0.7
01-11 03:15,-2.60,11.323,11.188,0.135,0.000,0.000,2.912,2.912,0.7,0.7,0.7
01-11 03:45,-2.60,11.333,11.198,0.135,0.000,0.000,2.912,2.912,0.7,0.7,0.7
01-11 04:15,-3.00,11.371,11.236,0.135,0.000,0.000,2.912,2.912,0.7,0.7,0.7
01-11 04:45,-3.00,11.433,11.298,0.135,0.000,0.000,2.912,2.912,0.7,0.7,0.7
01-11 05:15,-3.00,11.465,11.329,0.135,0.000,0.000,2.912,2.912,0.7,0.7,0.7
01-11 05:45,-3.00,11.475,11.339,0.135,0.000,0.000,2.912,2.912,0.7,0.7,0.7
01-11 06:15,-3.70,11.540,11.404,0.135,0.000,0.000,2.912,2.912,0.7,0.7,0.7
01-11 06:45,-3.70,11.655,11.520,0.135,0.000,0.000,2.912,2.912,0.7,0.7,0.7
01-11 07:15,-4.70,11.795,11.660,0.135,0.000,0.000,2.912,2.912,0.7,0.7,0.7
01-11 07:45,-4.70,11.963,11.828,0.135,0.000,0.000,2.912,2.912,0.7,0.7,0.7
01-11 08:15,-3.30,11.642,11.507,0.135,0.000,0.000,4.932,4.932,0.7,0.7,0.7
01-11 08:45,-3.30,11.451,11.316,0.135,0.000,0.000,4.932,4.932,0.7,0.7,0.7
01-11 09:15,-2.90,10.710,10.574,0.135,0.000,0.000,4.132,4.132,0.7,0.7,0.7
01-11 09:45,-2.90,10.650,10.515,0.135,0.000,0.000,4.132,4.132,0.7,0.7,0.6
01-11 10:15,-3.20,10.638,10.503,0.135,0.000,0.000,4.132,4.132,0.6,0.7,0.6
01-11 10:45,-3.20,10.613,10.477,0.135,0.000,0.000,4.132,4.132,0.6,0.7,0.6
01-11 11:15,-3.10,10.537,10.402,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.6
01-11 11:45,-3.10,10.586,10.451,0.135,0.000,0.000,4.132,4.132,0.6,0.7,0.6
01-11 12:15,-3.70,10.766,10.631,0.135,0.000,0.000,4.132,4.132,0.7,0.7,0.7
01-11 12:45,-3.70,10.945,10.809,0.135,0.000,0.000,4.132,4.132,0.7,0.7,0.7
01-11 13:15,-3.50,10.903,10.768,0.135,0.000,0.000,4.132,4.132,0.7,0.7,0.7
01-11 13:45,-3.50,10.517,10.382,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.6
01-11 14:15,-4.90,10.375,10.240,0.135,0.000,0.000,4.132,4.132,0.6,0.6,0.6
01-11 14:45,-4.90,10.693,10.558,0.135,0.000,0.000,4.132,4.132,0.7,0.7,0.7
01-11 15:15,-3.80,11.008,10.873,0.135,0.000,0.000,4.132,4.132,0.7,0.7,0.7
01-11 15:45,-3.80,11.209,11.074,0.135,0.000,0.000,4.132,4.132,0.7,0.7,0.7
01-11 16:15,-4.30,11.386,11.251,0.135,0.000,0.000,4.132,4.132,0.7,0.7,0.7
01-11 16:45,-4.30,11.581,11.445,0.135,0.000,0.000,4.132,4.132,0.7,0.7,0.7
01-11 17:15,-4.40,11.711,11.576,0.135,0.000,0.000,4.132,4.132,0.7,0.7,0.7
01-11 17:45,-4.40,11.797,11.662,0.135,0.000,0.000,4.132,4.132,0.7,0.7,0.7
01-11 18:15,-3.90,11.178,11.043,0.135,0.105,0.105,5.678,5.678,0.7,0.7,0.7
01-11 18:45,-3.90,11.131,10.996,0.135,0.105,0.105,5.678,5.678,0.7,0.7,0.7
01-11 19:15,-3.60,11.091,10.955,0.135,0.105,0.105,5.678,5.678,0.7,0.7,0.7
